"date","sourdough_hits","state"
2020-05-10,76,"New York"
2020-05-11,66,"New York"
2020-05-12,58,"New York"
2020-05-13,36,"New York"
2020-05-14,53,"New York"
2020-05-15,49,"New York"
2020-05-16,70,"New York"
2020-02-18,21,"New Mexico"
2020-02-19,62,"New Mexico"
2020-02-20,0,"New Mexico"
2020-02-21,21,"New Mexico"
2020-02-22,24,"New Mexico"
2020-02-23,24,"New Mexico"
2020-02-24,0,"New Mexico"
2020-02-25,21,"New Mexico"
2020-02-26,41,"New Mexico"
2020-02-27,21,"New Mexico"
2020-02-28,21,"New Mexico"
2020-02-29,24,"New Mexico"
2020-03-01,24,"New Mexico"
2020-03-02,30,"New Mexico"
2020-03-03,21,"New Mexico"
2020-03-04,0,"New Mexico"
2020-03-05,21,"New Mexico"
2020-03-06,0,"New Mexico"
2020-03-07,0,"New Mexico"
2020-03-08,0,"New Mexico"
2020-03-09,30,"New Mexico"
2020-03-10,0,"New Mexico"
2020-03-11,0,"New Mexico"
2020-03-12,20,"New Mexico"
2020-03-13,0,"New Mexico"
2020-03-14,23,"New Mexico"
2020-03-15,23,"New Mexico"
2020-03-16,42,"New Mexico"
2020-03-17,21,"New Mexico"
2020-03-18,20,"New Mexico"
2020-03-19,41,"New Mexico"
2020-03-20,20,"New Mexico"
2020-03-21,23,"New Mexico"
2020-03-22,46,"New Mexico"
2020-03-23,45,"New Mexico"
2020-03-24,41,"New Mexico"
2020-03-25,21,"New Mexico"
2020-03-26,20,"New Mexico"
2020-03-27,32,"New Mexico"
2020-03-28,22,"New Mexico"
2020-03-29,45,"New Mexico"
2020-03-30,30,"New Mexico"
2020-03-31,60,"New Mexico"
2020-04-01,39,"New Mexico"
2020-04-02,40,"New Mexico"
2020-04-03,47,"New Mexico"
2020-04-04,67,"New Mexico"
2020-04-05,45,"New Mexico"
2020-04-06,29,"New Mexico"
2020-04-07,29,"New Mexico"
2020-04-08,30,"New Mexico"
2020-04-09,40,"New Mexico"
2020-04-10,89,"New Mexico"
2020-04-11,38,"New Mexico"
2020-04-12,60,"New Mexico"
2020-04-13,50,"New Mexico"
2020-04-14,47,"New Mexico"
2020-04-15,43,"New Mexico"
2020-04-16,18,"New Mexico"
2020-04-17,76,"New Mexico"
2020-04-18,71,"New Mexico"
2020-04-19,72,"New Mexico"
2020-04-20,18,"New Mexico"
2020-04-21,50,"New Mexico"
2020-04-22,37,"New Mexico"
2020-04-23,47,"New Mexico"
2020-04-24,57,"New Mexico"
2020-04-25,58,"New Mexico"
2020-04-26,36,"New Mexico"
2020-04-27,26,"New Mexico"
2020-04-28,38,"New Mexico"
2020-04-29,45,"New Mexico"
2020-04-30,54,"New Mexico"
2020-05-01,39,"New Mexico"
2020-05-02,54,"New Mexico"
2020-05-03,100,"New Mexico"
2020-05-04,32,"New Mexico"
2020-05-05,30,"New Mexico"
2020-05-06,39,"New Mexico"
2020-05-07,29,"New Mexico"
2020-05-08,33,"New Mexico"
2020-05-09,66,"New Mexico"
2020-05-10,61,"New Mexico"
2020-05-11,46,"New Mexico"
2020-05-12,39,"New Mexico"
2020-05-13,45,"New Mexico"
2020-05-14,44,"New Mexico"
2020-05-15,26,"New Mexico"
2020-05-16,59,"New Mexico"
2020-02-18,7,"New Jersey"
2020-02-19,14,"New Jersey"
2020-02-20,7,"New Jersey"
2020-02-21,7,"New Jersey"
2020-02-22,13,"New Jersey"
2020-02-23,17,"New Jersey"
2020-02-24,14,"New Jersey"
2020-02-25,0,"New Jersey"
2020-02-26,20,"New Jersey"
2020-02-27,7,"New Jersey"
2020-02-28,7,"New Jersey"
2020-02-29,16,"New Jersey"
2020-03-01,16,"New Jersey"
2020-03-02,14,"New Jersey"
2020-03-03,7,"New Jersey"
2020-03-04,7,"New Jersey"
2020-03-05,14,"New Jersey"
2020-03-06,7,"New Jersey"
2020-03-07,16,"New Jersey"
2020-03-08,8,"New Jersey"
2020-03-09,0,"New Jersey"
2020-03-10,17,"New Jersey"
2020-03-11,7,"New Jersey"
2020-03-12,13,"New Jersey"
2020-03-13,14,"New Jersey"
2020-03-14,12,"New Jersey"
2020-03-15,19,"New Jersey"
2020-03-16,15,"New Jersey"
2020-03-17,30,"New Jersey"
2020-03-18,13,"New Jersey"
2020-03-19,18,"New Jersey"
2020-03-20,25,"New Jersey"
2020-03-21,25,"New Jersey"
2020-03-22,65,"New Jersey"
2020-03-23,31,"New Jersey"
2020-03-24,21,"New Jersey"
2020-03-25,22,"New Jersey"
2020-03-26,37,"New Jersey"
2020-03-27,27,"New Jersey"
2020-03-28,45,"New Jersey"
2020-03-29,54,"New Jersey"
2020-03-30,29,"New Jersey"
2020-03-31,54,"New Jersey"
2020-04-01,29,"New Jersey"
2020-04-02,23,"New Jersey"
2020-04-03,44,"New Jersey"
2020-04-04,64,"New Jersey"
2020-04-05,53,"New Jersey"
2020-04-06,33,"New Jersey"
2020-04-07,55,"New Jersey"
2020-04-08,57,"New Jersey"
2020-04-09,52,"New Jersey"
2020-04-10,60,"New Jersey"
2020-04-11,85,"New Jersey"
2020-04-12,89,"New Jersey"
2020-04-13,55,"New Jersey"
2020-04-14,67,"New Jersey"
2020-04-15,50,"New Jersey"
2020-04-16,62,"New Jersey"
2020-04-17,59,"New Jersey"
2020-04-18,84,"New Jersey"
2020-04-19,100,"New Jersey"
2020-04-20,45,"New Jersey"
2020-04-21,67,"New Jersey"
2020-04-22,49,"New Jersey"
2020-04-23,48,"New Jersey"
2020-04-24,59,"New Jersey"
2020-04-25,90,"New Jersey"
2020-04-26,94,"New Jersey"
2020-04-27,56,"New Jersey"
2020-04-28,61,"New Jersey"
2020-04-29,65,"New Jersey"
2020-04-30,45,"New Jersey"
2020-05-01,61,"New Jersey"
2020-05-02,96,"New Jersey"
2020-05-03,67,"New Jersey"
2020-05-04,59,"New Jersey"
2020-05-05,38,"New Jersey"
2020-05-06,51,"New Jersey"
2020-05-07,64,"New Jersey"
2020-05-08,75,"New Jersey"
2020-05-09,100,"New Jersey"
2020-05-10,95,"New Jersey"
2020-05-11,29,"New Jersey"
2020-05-12,49,"New Jersey"
2020-05-13,47,"New Jersey"
2020-05-14,29,"New Jersey"
2020-05-15,42,"New Jersey"
2020-05-16,29,"New Jersey"
2020-02-18,0,"New Hampshire"
2020-02-19,23,"New Hampshire"
2020-02-20,0,"New Hampshire"
2020-02-21,23,"New Hampshire"
2020-02-22,0,"New Hampshire"
2020-02-23,26,"New Hampshire"
2020-02-24,0,"New Hampshire"
2020-02-25,24,"New Hampshire"
2020-02-26,25,"New Hampshire"
2020-02-27,24,"New Hampshire"
2020-02-28,0,"New Hampshire"
2020-02-29,52,"New Hampshire"
2020-03-01,25,"New Hampshire"
2020-03-02,23,"New Hampshire"
2020-03-03,0,"New Hampshire"
2020-03-04,22,"New Hampshire"
2020-03-05,0,"New Hampshire"
2020-03-06,23,"New Hampshire"
2020-03-07,26,"New Hampshire"
2020-03-08,0,"New Hampshire"
2020-03-09,23,"New Hampshire"
2020-03-10,23,"New Hampshire"
2020-03-11,22,"New Hampshire"
2020-03-12,22,"New Hampshire"
2020-03-13,0,"New Hampshire"
2020-03-14,26,"New Hampshire"
2020-03-15,24,"New Hampshire"
2020-03-16,33,"New Hampshire"
2020-03-17,31,"New Hampshire"
2020-03-18,43,"New Hampshire"
2020-03-19,20,"New Hampshire"
2020-03-20,20,"New Hampshire"
2020-03-21,23,"New Hampshire"
2020-03-22,76,"New Hampshire"
2020-03-23,18,"New Hampshire"
2020-03-24,32,"New Hampshire"
2020-03-25,30,"New Hampshire"
2020-03-26,57,"New Hampshire"
2020-03-27,38,"New Hampshire"
2020-03-28,45,"New Hampshire"
2020-03-29,31,"New Hampshire"
2020-03-30,37,"New Hampshire"
2020-03-31,32,"New Hampshire"
2020-04-01,44,"New Hampshire"
2020-04-02,31,"New Hampshire"
2020-04-03,56,"New Hampshire"
2020-04-04,61,"New Hampshire"
2020-04-05,44,"New Hampshire"
2020-04-06,38,"New Hampshire"
2020-04-07,33,"New Hampshire"
2020-04-08,71,"New Hampshire"
2020-04-09,28,"New Hampshire"
2020-04-10,28,"New Hampshire"
2020-04-11,58,"New Hampshire"
2020-04-12,61,"New Hampshire"
2020-04-13,49,"New Hampshire"
2020-04-14,38,"New Hampshire"
2020-04-15,38,"New Hampshire"
2020-04-16,28,"New Hampshire"
2020-04-17,31,"New Hampshire"
2020-04-18,49,"New Hampshire"
2020-04-19,80,"New Hampshire"
2020-04-20,56,"New Hampshire"
2020-04-21,55,"New Hampshire"
2020-04-22,37,"New Hampshire"
2020-04-23,26,"New Hampshire"
2020-04-24,56,"New Hampshire"
2020-04-25,53,"New Hampshire"
2020-04-26,49,"New Hampshire"
2020-04-27,49,"New Hampshire"
2020-04-28,38,"New Hampshire"
2020-04-29,53,"New Hampshire"
2020-04-30,30,"New Hampshire"
2020-05-01,64,"New Hampshire"
2020-05-02,100,"New Hampshire"
2020-05-03,71,"New Hampshire"
2020-05-04,46,"New Hampshire"
2020-05-05,41,"New Hampshire"
2020-05-06,26,"New Hampshire"
2020-05-07,51,"New Hampshire"
2020-05-08,26,"New Hampshire"
2020-05-09,77,"New Hampshire"
2020-05-10,80,"New Hampshire"
2020-05-11,62,"New Hampshire"
2020-05-12,51,"New Hampshire"
2020-05-13,33,"New Hampshire"
2020-05-14,33,"New Hampshire"
2020-05-15,52,"New Hampshire"
2020-05-16,46,"New Hampshire"
2020-02-18,0,"Nevada"
2020-02-19,24,"Nevada"
2020-02-20,0,"Nevada"
2020-02-21,18,"Nevada"
2020-02-22,30,"Nevada"
2020-02-23,39,"Nevada"
2020-02-24,54,"Nevada"
2020-02-25,18,"Nevada"
2020-02-26,36,"Nevada"
2020-02-27,18,"Nevada"
2020-02-28,18,"Nevada"
2020-02-29,20,"Nevada"
2020-03-01,20,"Nevada"
2020-03-02,0,"Nevada"
2020-03-03,45,"Nevada"
2020-03-04,27,"Nevada"
2020-03-05,18,"Nevada"
2020-03-06,18,"Nevada"
2020-03-07,20,"Nevada"
2020-03-08,39,"Nevada"
2020-03-09,18,"Nevada"
2020-03-10,0,"Nevada"
2020-03-11,18,"Nevada"
2020-03-12,35,"Nevada"
2020-03-13,17,"Nevada"
2020-03-14,50,"Nevada"
2020-03-15,19,"Nevada"
2020-03-16,17,"Nevada"
2020-03-17,35,"Nevada"
2020-03-18,17,"Nevada"
2020-03-19,37,"Nevada"
2020-03-20,18,"Nevada"
2020-03-21,66,"Nevada"
2020-03-22,34,"Nevada"
2020-03-23,29,"Nevada"
2020-03-24,66,"Nevada"
2020-03-25,26,"Nevada"
2020-03-26,30,"Nevada"
2020-03-27,23,"Nevada"
2020-03-28,33,"Nevada"
2020-03-29,52,"Nevada"
2020-03-30,47,"Nevada"
2020-03-31,46,"Nevada"
2020-04-01,23,"Nevada"
2020-04-02,51,"Nevada"
2020-04-03,29,"Nevada"
2020-04-04,83,"Nevada"
2020-04-05,56,"Nevada"
2020-04-06,63,"Nevada"
2020-04-07,59,"Nevada"
2020-04-08,59,"Nevada"
2020-04-09,48,"Nevada"
2020-04-10,98,"Nevada"
2020-04-11,39,"Nevada"
2020-04-12,52,"Nevada"
2020-04-13,47,"Nevada"
2020-04-14,51,"Nevada"
2020-04-15,38,"Nevada"
2020-04-16,44,"Nevada"
2020-04-17,34,"Nevada"
2020-04-18,44,"Nevada"
2020-04-19,100,"Nevada"
2020-04-20,34,"Nevada"
2020-04-21,45,"Nevada"
2020-04-22,39,"Nevada"
2020-04-23,33,"Nevada"
2020-04-24,40,"Nevada"
2020-04-25,69,"Nevada"
2020-04-26,56,"Nevada"
2020-04-27,40,"Nevada"
2020-04-28,25,"Nevada"
2020-04-29,23,"Nevada"
2020-04-30,31,"Nevada"
2020-05-01,62,"Nevada"
2020-05-02,38,"Nevada"
2020-05-03,52,"Nevada"
2020-05-04,45,"Nevada"
2020-05-05,33,"Nevada"
2020-05-06,17,"Nevada"
2020-05-07,42,"Nevada"
2020-05-08,62,"Nevada"
2020-05-09,49,"Nevada"
2020-05-10,29,"Nevada"
2020-05-11,46,"Nevada"
2020-05-12,25,"Nevada"
2020-05-13,40,"Nevada"
2020-05-14,42,"Nevada"
2020-05-15,79,"Nevada"
2020-05-16,38,"Nevada"
2020-02-18,0,"Nebraska"
2020-02-19,13,"Nebraska"
2020-02-20,13,"Nebraska"
2020-02-21,14,"Nebraska"
2020-02-22,16,"Nebraska"
2020-02-23,16,"Nebraska"
2020-02-24,0,"Nebraska"
2020-02-25,13,"Nebraska"
2020-02-26,12,"Nebraska"
2020-02-27,13,"Nebraska"
2020-02-28,14,"Nebraska"
2020-02-29,0,"Nebraska"
2020-03-01,31,"Nebraska"
2020-03-02,0,"Nebraska"
2020-03-03,0,"Nebraska"
2020-03-04,0,"Nebraska"
2020-03-05,13,"Nebraska"
2020-03-06,14,"Nebraska"
2020-03-07,0,"Nebraska"
2020-03-08,0,"Nebraska"
2020-03-09,13,"Nebraska"
2020-03-10,13,"Nebraska"
2020-03-11,0,"Nebraska"
2020-03-12,0,"Nebraska"
2020-03-13,0,"Nebraska"
2020-03-14,16,"Nebraska"
2020-03-15,0,"Nebraska"
2020-03-16,13,"Nebraska"
2020-03-17,14,"Nebraska"
2020-03-18,13,"Nebraska"
2020-03-19,0,"Nebraska"
2020-03-20,13,"Nebraska"
2020-03-21,20,"Nebraska"
2020-03-22,45,"Nebraska"
2020-03-23,25,"Nebraska"
2020-03-24,13,"Nebraska"
2020-03-25,33,"Nebraska"
2020-03-26,20,"Nebraska"
2020-03-27,19,"Nebraska"
2020-03-28,19,"Nebraska"
2020-03-29,30,"Nebraska"
2020-03-30,13,"Nebraska"
2020-03-31,13,"Nebraska"
2020-04-01,25,"Nebraska"
2020-04-02,18,"Nebraska"
2020-04-03,12,"Nebraska"
2020-04-04,14,"Nebraska"
2020-04-05,44,"Nebraska"
2020-04-06,25,"Nebraska"
2020-04-07,27,"Nebraska"
2020-04-08,13,"Nebraska"
2020-04-09,17,"Nebraska"
2020-04-10,26,"Nebraska"
2020-04-11,45,"Nebraska"
2020-04-12,29,"Nebraska"
2020-04-13,25,"Nebraska"
2020-04-14,18,"Nebraska"
2020-04-15,16,"Nebraska"
2020-04-16,12,"Nebraska"
2020-04-17,16,"Nebraska"
2020-04-18,33,"Nebraska"
2020-04-19,37,"Nebraska"
2020-04-20,12,"Nebraska"
2020-04-21,13,"Nebraska"
2020-04-22,13,"Nebraska"
2020-04-23,19,"Nebraska"
2020-04-24,12,"Nebraska"
2020-04-25,100,"Nebraska"
2020-04-26,29,"Nebraska"
2020-04-27,38,"Nebraska"
2020-04-28,19,"Nebraska"
2020-04-29,25,"Nebraska"
2020-04-30,20,"Nebraska"
2020-05-01,22,"Nebraska"
2020-05-02,21,"Nebraska"
2020-05-03,30,"Nebraska"
2020-05-04,12,"Nebraska"
2020-05-05,12,"Nebraska"
2020-05-06,13,"Nebraska"
2020-05-07,25,"Nebraska"
2020-05-08,19,"Nebraska"
2020-05-09,29,"Nebraska"
2020-05-10,36,"Nebraska"
2020-05-11,21,"Nebraska"
2020-05-12,13,"Nebraska"
2020-05-13,19,"Nebraska"
2020-05-14,25,"Nebraska"
2020-05-15,27,"Nebraska"
2020-05-16,29,"Nebraska"
2020-02-18,0,"Montana"
2020-02-19,17,"Montana"
2020-02-20,0,"Montana"
2020-02-21,18,"Montana"
2020-02-22,0,"Montana"
2020-02-23,41,"Montana"
2020-02-24,17,"Montana"
2020-02-25,17,"Montana"
2020-02-26,17,"Montana"
2020-02-27,0,"Montana"
2020-02-28,18,"Montana"
2020-02-29,20,"Montana"
2020-03-01,0,"Montana"
2020-03-02,25,"Montana"
2020-03-03,17,"Montana"
2020-03-04,16,"Montana"
2020-03-05,18,"Montana"
2020-03-06,18,"Montana"
2020-03-07,21,"Montana"
2020-03-08,20,"Montana"
2020-03-09,17,"Montana"
2020-03-10,0,"Montana"
2020-03-11,22,"Montana"
2020-03-12,32,"Montana"
2020-03-13,0,"Montana"
2020-03-14,19,"Montana"
2020-03-15,28,"Montana"
2020-03-16,17,"Montana"
2020-03-17,34,"Montana"
2020-03-18,25,"Montana"
2020-03-19,17,"Montana"
2020-03-20,32,"Montana"
2020-03-21,25,"Montana"
2020-03-22,37,"Montana"
2020-03-23,23,"Montana"
2020-03-24,50,"Montana"
2020-03-25,30,"Montana"
2020-03-26,35,"Montana"
2020-03-27,34,"Montana"
2020-03-28,35,"Montana"
2020-03-29,45,"Montana"
2020-03-30,34,"Montana"
2020-03-31,35,"Montana"
2020-04-01,41,"Montana"
2020-04-02,47,"Montana"
2020-04-03,40,"Montana"
2020-04-04,40,"Montana"
2020-04-05,52,"Montana"
2020-04-06,34,"Montana"
2020-04-07,49,"Montana"
2020-04-08,15,"Montana"
2020-04-09,32,"Montana"
2020-04-10,44,"Montana"
2020-04-11,100,"Montana"
2020-04-12,68,"Montana"
2020-04-13,30,"Montana"
2020-04-14,14,"Montana"
2020-04-15,27,"Montana"
2020-04-16,52,"Montana"
2020-04-17,25,"Montana"
2020-04-18,40,"Montana"
2020-04-19,34,"Montana"
2020-04-20,22,"Montana"
2020-04-21,41,"Montana"
2020-04-22,30,"Montana"
2020-04-23,48,"Montana"
2020-04-24,23,"Montana"
2020-04-25,48,"Montana"
2020-04-26,72,"Montana"
2020-04-27,30,"Montana"
2020-04-28,30,"Montana"
2020-04-29,31,"Montana"
2020-04-30,33,"Montana"
2020-05-01,47,"Montana"
2020-05-02,19,"Montana"
2020-05-03,30,"Montana"
2020-05-04,25,"Montana"
2020-05-05,15,"Montana"
2020-05-06,37,"Montana"
2020-05-07,30,"Montana"
2020-05-08,24,"Montana"
2020-05-09,39,"Montana"
2020-05-10,38,"Montana"
2020-05-11,31,"Montana"
2020-05-12,22,"Montana"
2020-05-13,30,"Montana"
2020-05-14,48,"Montana"
2020-05-15,23,"Montana"
2020-05-16,58,"Montana"
2020-02-18,0,"Missouri"
2020-02-19,10,"Missouri"
2020-02-20,19,"Missouri"
2020-02-21,15,"Missouri"
2020-02-22,12,"Missouri"
2020-02-23,19,"Missouri"
2020-02-24,0,"Missouri"
2020-02-25,9,"Missouri"
2020-02-26,0,"Missouri"
2020-02-27,29,"Missouri"
2020-02-28,10,"Missouri"
2020-02-29,17,"Missouri"
2020-03-01,31,"Missouri"
2020-03-02,16,"Missouri"
2020-03-03,14,"Missouri"
2020-03-04,10,"Missouri"
2020-03-05,10,"Missouri"
2020-03-06,0,"Missouri"
2020-03-07,18,"Missouri"
2020-03-08,12,"Missouri"
2020-03-09,19,"Missouri"
2020-03-10,10,"Missouri"
2020-03-11,26,"Missouri"
2020-03-12,19,"Missouri"
2020-03-13,13,"Missouri"
2020-03-14,19,"Missouri"
2020-03-15,23,"Missouri"
2020-03-16,10,"Missouri"
2020-03-17,15,"Missouri"
2020-03-18,23,"Missouri"
2020-03-19,19,"Missouri"
2020-03-20,43,"Missouri"
2020-03-21,49,"Missouri"
2020-03-22,38,"Missouri"
2020-03-23,18,"Missouri"
2020-03-24,64,"Missouri"
2020-03-25,41,"Missouri"
2020-03-26,53,"Missouri"
2020-03-27,41,"Missouri"
2020-03-28,48,"Missouri"
2020-03-29,45,"Missouri"
2020-03-30,32,"Missouri"
2020-03-31,48,"Missouri"
2020-04-01,33,"Missouri"
2020-04-02,45,"Missouri"
2020-04-03,48,"Missouri"
2020-04-04,60,"Missouri"
2020-04-05,100,"Missouri"
2020-04-06,48,"Missouri"
2020-04-07,67,"Missouri"
2020-04-08,33,"Missouri"
2020-04-09,60,"Missouri"
2020-04-10,57,"Missouri"
2020-04-11,89,"Missouri"
2020-04-12,78,"Missouri"
2020-04-13,36,"Missouri"
2020-04-14,73,"Missouri"
2020-04-15,43,"Missouri"
2020-04-16,49,"Missouri"
2020-04-17,55,"Missouri"
2020-04-18,75,"Missouri"
2020-04-19,79,"Missouri"
2020-04-20,38,"Missouri"
2020-04-21,39,"Missouri"
2020-04-22,53,"Missouri"
2020-04-23,64,"Missouri"
2020-04-24,73,"Missouri"
2020-04-25,55,"Missouri"
2020-04-26,53,"Missouri"
2020-04-27,52,"Missouri"
2020-04-28,51,"Missouri"
2020-04-29,38,"Missouri"
2020-04-30,52,"Missouri"
2020-05-01,38,"Missouri"
2020-05-02,60,"Missouri"
2020-05-03,74,"Missouri"
2020-05-04,34,"Missouri"
2020-05-05,28,"Missouri"
2020-05-06,27,"Missouri"
2020-05-07,43,"Missouri"
2020-05-08,15,"Missouri"
2020-05-09,56,"Missouri"
2020-05-10,57,"Missouri"
2020-05-11,37,"Missouri"
2020-05-12,42,"Missouri"
2020-05-13,21,"Missouri"
2020-05-14,38,"Missouri"
2020-05-15,30,"Missouri"
2020-05-16,65,"Missouri"
2020-02-18,0,"Mississippi"
2020-02-19,26,"Mississippi"
2020-02-20,25,"Mississippi"
2020-02-21,0,"Mississippi"
2020-02-22,0,"Mississippi"
2020-02-23,31,"Mississippi"
2020-02-24,0,"Mississippi"
2020-02-25,0,"Mississippi"
2020-02-26,25,"Mississippi"
2020-02-27,26,"Mississippi"
2020-02-28,53,"Mississippi"
2020-02-29,0,"Mississippi"
2020-03-01,0,"Mississippi"
2020-03-02,0,"Mississippi"
2020-03-03,25,"Mississippi"
2020-03-04,38,"Mississippi"
2020-03-05,39,"Mississippi"
2020-03-06,27,"Mississippi"
2020-03-07,0,"Mississippi"
2020-03-08,0,"Mississippi"
2020-03-09,0,"Mississippi"
2020-03-10,28,"Mississippi"
2020-03-11,0,"Mississippi"
2020-03-12,27,"Mississippi"
2020-03-13,0,"Mississippi"
2020-03-14,0,"Mississippi"
2020-03-15,31,"Mississippi"
2020-03-16,27,"Mississippi"
2020-03-17,54,"Mississippi"
2020-03-18,28,"Mississippi"
2020-03-19,36,"Mississippi"
2020-03-20,27,"Mississippi"
2020-03-21,29,"Mississippi"
2020-03-22,43,"Mississippi"
2020-03-23,36,"Mississippi"
2020-03-24,0,"Mississippi"
2020-03-25,51,"Mississippi"
2020-03-26,0,"Mississippi"
2020-03-27,76,"Mississippi"
2020-03-28,0,"Mississippi"
2020-03-29,29,"Mississippi"
2020-03-30,37,"Mississippi"
2020-03-31,24,"Mississippi"
2020-04-01,0,"Mississippi"
2020-04-02,25,"Mississippi"
2020-04-03,26,"Mississippi"
2020-04-04,38,"Mississippi"
2020-04-05,43,"Mississippi"
2020-04-06,49,"Mississippi"
2020-04-07,50,"Mississippi"
2020-04-08,25,"Mississippi"
2020-04-09,64,"Mississippi"
2020-04-10,53,"Mississippi"
2020-04-11,59,"Mississippi"
2020-04-12,83,"Mississippi"
2020-04-13,37,"Mississippi"
2020-04-14,25,"Mississippi"
2020-04-15,24,"Mississippi"
2020-04-16,36,"Mississippi"
2020-04-17,25,"Mississippi"
2020-04-18,40,"Mississippi"
2020-04-19,90,"Mississippi"
2020-04-20,55,"Mississippi"
2020-04-21,0,"Mississippi"
2020-04-22,33,"Mississippi"
2020-04-23,47,"Mississippi"
2020-04-24,36,"Mississippi"
2020-04-25,54,"Mississippi"
2020-04-26,28,"Mississippi"
2020-04-27,42,"Mississippi"
2020-04-28,37,"Mississippi"
2020-04-29,24,"Mississippi"
2020-04-30,24,"Mississippi"
2020-05-01,52,"Mississippi"
2020-05-02,28,"Mississippi"
2020-05-03,29,"Mississippi"
2020-05-04,25,"Mississippi"
2020-05-05,23,"Mississippi"
2020-05-06,25,"Mississippi"
2020-05-07,43,"Mississippi"
2020-05-08,100,"Mississippi"
2020-05-09,70,"Mississippi"
2020-05-10,30,"Mississippi"
2020-05-11,52,"Mississippi"
2020-05-12,26,"Mississippi"
2020-05-13,25,"Mississippi"
2020-05-14,24,"Mississippi"
2020-05-15,0,"Mississippi"
2020-05-16,43,"Mississippi"
2020-02-18,0,"Minnesota"
2020-02-19,7,"Minnesota"
2020-02-20,0,"Minnesota"
2020-02-21,15,"Minnesota"
2020-02-22,27,"Minnesota"
2020-02-23,26,"Minnesota"
2020-02-24,15,"Minnesota"
2020-02-25,7,"Minnesota"
2020-02-26,14,"Minnesota"
2020-02-27,0,"Minnesota"
2020-02-28,22,"Minnesota"
2020-02-29,13,"Minnesota"
2020-03-01,22,"Minnesota"
2020-03-02,11,"Minnesota"
2020-03-03,7,"Minnesota"
2020-03-04,18,"Minnesota"
2020-03-05,7,"Minnesota"
2020-03-06,8,"Minnesota"
2020-03-07,18,"Minnesota"
2020-03-08,13,"Minnesota"
2020-03-09,15,"Minnesota"
2020-03-10,7,"Minnesota"
2020-03-11,7,"Minnesota"
2020-03-12,21,"Minnesota"
2020-03-13,11,"Minnesota"
2020-03-14,22,"Minnesota"
2020-03-15,16,"Minnesota"
2020-03-16,21,"Minnesota"
2020-03-17,35,"Minnesota"
2020-03-18,18,"Minnesota"
2020-03-19,21,"Minnesota"
2020-03-20,17,"Minnesota"
2020-03-21,56,"Minnesota"
2020-03-22,51,"Minnesota"
2020-03-23,43,"Minnesota"
2020-03-24,31,"Minnesota"
2020-03-25,33,"Minnesota"
2020-03-26,32,"Minnesota"
2020-03-27,28,"Minnesota"
2020-03-28,57,"Minnesota"
2020-03-29,45,"Minnesota"
2020-03-30,47,"Minnesota"
2020-03-31,20,"Minnesota"
2020-04-01,39,"Minnesota"
2020-04-02,33,"Minnesota"
2020-04-03,32,"Minnesota"
2020-04-04,84,"Minnesota"
2020-04-05,88,"Minnesota"
2020-04-06,29,"Minnesota"
2020-04-07,50,"Minnesota"
2020-04-08,32,"Minnesota"
2020-04-09,32,"Minnesota"
2020-04-10,48,"Minnesota"
2020-04-11,100,"Minnesota"
2020-04-12,64,"Minnesota"
2020-04-13,52,"Minnesota"
2020-04-14,75,"Minnesota"
2020-04-15,36,"Minnesota"
2020-04-16,46,"Minnesota"
2020-04-17,60,"Minnesota"
2020-04-18,78,"Minnesota"
2020-04-19,73,"Minnesota"
2020-04-20,50,"Minnesota"
2020-04-21,50,"Minnesota"
2020-04-22,53,"Minnesota"
2020-04-23,32,"Minnesota"
2020-04-24,46,"Minnesota"
2020-04-25,67,"Minnesota"
2020-04-26,35,"Minnesota"
2020-04-27,56,"Minnesota"
2020-04-28,44,"Minnesota"
2020-04-29,62,"Minnesota"
2020-04-30,34,"Minnesota"
2020-05-01,42,"Minnesota"
2020-05-02,72,"Minnesota"
2020-05-03,73,"Minnesota"
2020-05-04,40,"Minnesota"
2020-05-05,27,"Minnesota"
2020-05-06,39,"Minnesota"
2020-05-07,16,"Minnesota"
2020-05-08,59,"Minnesota"
2020-05-09,62,"Minnesota"
2020-05-10,42,"Minnesota"
2020-05-11,46,"Minnesota"
2020-05-12,30,"Minnesota"
2020-05-13,29,"Minnesota"
2020-05-14,33,"Minnesota"
2020-05-15,35,"Minnesota"
2020-05-16,60,"Minnesota"
2020-02-18,13,"Michigan"
2020-02-19,9,"Michigan"
2020-02-20,0,"Michigan"
2020-02-21,16,"Michigan"
2020-02-22,24,"Michigan"
2020-02-23,16,"Michigan"
2020-02-24,13,"Michigan"
2020-02-25,13,"Michigan"
2020-02-26,19,"Michigan"
2020-02-27,13,"Michigan"
2020-02-28,7,"Michigan"
2020-02-29,12,"Michigan"
2020-03-01,15,"Michigan"
2020-03-02,7,"Michigan"
2020-03-03,7,"Michigan"
2020-03-04,7,"Michigan"
2020-03-05,27,"Michigan"
2020-03-06,10,"Michigan"
2020-03-07,16,"Michigan"
2020-03-08,16,"Michigan"
2020-03-09,13,"Michigan"
2020-03-10,20,"Michigan"
2020-03-11,8,"Michigan"
2020-03-12,9,"Michigan"
2020-03-13,6,"Michigan"
2020-03-14,23,"Michigan"
2020-03-15,7,"Michigan"
2020-03-16,6,"Michigan"
2020-03-17,9,"Michigan"
2020-03-18,23,"Michigan"
2020-03-19,27,"Michigan"
2020-03-20,27,"Michigan"
2020-03-21,41,"Michigan"
