"date","zoom_hits","state"
2020-05-10,31,"New York"
2020-05-11,41,"New York"
2020-05-12,50,"New York"
2020-05-13,52,"New York"
2020-05-14,47,"New York"
2020-05-15,41,"New York"
2020-05-16,30,"New York"
2020-02-18,2,"New Mexico"
2020-02-19,6,"New Mexico"
2020-02-20,3,"New Mexico"
2020-02-21,7,"New Mexico"
2020-02-22,8,"New Mexico"
2020-02-23,0,"New Mexico"
2020-02-24,4,"New Mexico"
2020-02-25,4,"New Mexico"
2020-02-26,4,"New Mexico"
2020-02-27,9,"New Mexico"
2020-02-28,2,"New Mexico"
2020-02-29,3,"New Mexico"
2020-03-01,6,"New Mexico"
2020-03-02,4,"New Mexico"
2020-03-03,6,"New Mexico"
2020-03-04,5,"New Mexico"
2020-03-05,6,"New Mexico"
2020-03-06,2,"New Mexico"
2020-03-07,3,"New Mexico"
2020-03-08,7,"New Mexico"
2020-03-09,4,"New Mexico"
2020-03-10,8,"New Mexico"
2020-03-11,13,"New Mexico"
2020-03-12,15,"New Mexico"
2020-03-13,10,"New Mexico"
2020-03-14,10,"New Mexico"
2020-03-15,9,"New Mexico"
2020-03-16,25,"New Mexico"
2020-03-17,23,"New Mexico"
2020-03-18,28,"New Mexico"
2020-03-19,41,"New Mexico"
2020-03-20,40,"New Mexico"
2020-03-21,28,"New Mexico"
2020-03-22,31,"New Mexico"
2020-03-23,53,"New Mexico"
2020-03-24,60,"New Mexico"
2020-03-25,75,"New Mexico"
2020-03-26,62,"New Mexico"
2020-03-27,80,"New Mexico"
2020-03-28,43,"New Mexico"
2020-03-29,61,"New Mexico"
2020-03-30,100,"New Mexico"
2020-03-31,94,"New Mexico"
2020-04-01,100,"New Mexico"
2020-04-02,78,"New Mexico"
2020-04-03,72,"New Mexico"
2020-04-04,57,"New Mexico"
2020-04-05,52,"New Mexico"
2020-04-06,83,"New Mexico"
2020-04-07,87,"New Mexico"
2020-04-08,75,"New Mexico"
2020-04-09,81,"New Mexico"
2020-04-10,47,"New Mexico"
2020-04-11,44,"New Mexico"
2020-04-12,45,"New Mexico"
2020-04-13,61,"New Mexico"
2020-04-14,54,"New Mexico"
2020-04-15,68,"New Mexico"
2020-04-16,74,"New Mexico"
2020-04-17,50,"New Mexico"
2020-04-18,38,"New Mexico"
2020-04-19,22,"New Mexico"
2020-04-20,53,"New Mexico"
2020-04-21,58,"New Mexico"
2020-04-22,50,"New Mexico"
2020-04-23,63,"New Mexico"
2020-04-24,60,"New Mexico"
2020-04-25,23,"New Mexico"
2020-04-26,19,"New Mexico"
2020-04-27,52,"New Mexico"
2020-04-28,57,"New Mexico"
2020-04-29,61,"New Mexico"
2020-04-30,44,"New Mexico"
2020-05-01,54,"New Mexico"
2020-05-02,30,"New Mexico"
2020-05-03,18,"New Mexico"
2020-05-04,46,"New Mexico"
2020-05-05,47,"New Mexico"
2020-05-06,42,"New Mexico"
2020-05-07,59,"New Mexico"
2020-05-08,45,"New Mexico"
2020-05-09,19,"New Mexico"
2020-05-10,23,"New Mexico"
2020-05-11,48,"New Mexico"
2020-05-12,43,"New Mexico"
2020-05-13,42,"New Mexico"
2020-05-14,39,"New Mexico"
2020-05-15,35,"New Mexico"
2020-05-16,28,"New Mexico"
2020-02-18,3,"New Jersey"
2020-02-19,4,"New Jersey"
2020-02-20,4,"New Jersey"
2020-02-21,4,"New Jersey"
2020-02-22,2,"New Jersey"
2020-02-23,3,"New Jersey"
2020-02-24,4,"New Jersey"
2020-02-25,5,"New Jersey"
2020-02-26,4,"New Jersey"
2020-02-27,3,"New Jersey"
2020-02-28,4,"New Jersey"
2020-02-29,3,"New Jersey"
2020-03-01,2,"New Jersey"
2020-03-02,3,"New Jersey"
2020-03-03,3,"New Jersey"
2020-03-04,4,"New Jersey"
2020-03-05,5,"New Jersey"
2020-03-06,7,"New Jersey"
2020-03-07,4,"New Jersey"
2020-03-08,3,"New Jersey"
2020-03-09,9,"New Jersey"
2020-03-10,9,"New Jersey"
2020-03-11,12,"New Jersey"
2020-03-12,15,"New Jersey"
2020-03-13,20,"New Jersey"
2020-03-14,15,"New Jersey"
2020-03-15,19,"New Jersey"
2020-03-16,34,"New Jersey"
2020-03-17,38,"New Jersey"
2020-03-18,48,"New Jersey"
2020-03-19,56,"New Jersey"
2020-03-20,57,"New Jersey"
2020-03-21,44,"New Jersey"
2020-03-22,60,"New Jersey"
2020-03-23,89,"New Jersey"
2020-03-24,89,"New Jersey"
2020-03-25,91,"New Jersey"
2020-03-26,86,"New Jersey"
2020-03-27,86,"New Jersey"
2020-03-28,65,"New Jersey"
2020-03-29,68,"New Jersey"
2020-03-30,90,"New Jersey"
2020-03-31,96,"New Jersey"
2020-04-01,97,"New Jersey"
2020-04-02,92,"New Jersey"
2020-04-03,100,"New Jersey"
2020-04-04,79,"New Jersey"
2020-04-05,71,"New Jersey"
2020-04-06,74,"New Jersey"
2020-04-07,78,"New Jersey"
2020-04-08,76,"New Jersey"
2020-04-09,72,"New Jersey"
2020-04-10,63,"New Jersey"
2020-04-11,65,"New Jersey"
2020-04-12,73,"New Jersey"
2020-04-13,60,"New Jersey"
2020-04-14,60,"New Jersey"
2020-04-15,61,"New Jersey"
2020-04-16,64,"New Jersey"
2020-04-17,69,"New Jersey"
2020-04-18,53,"New Jersey"
2020-04-19,52,"New Jersey"
2020-04-20,60,"New Jersey"
2020-04-21,68,"New Jersey"
2020-04-22,69,"New Jersey"
2020-04-23,71,"New Jersey"
2020-04-24,74,"New Jersey"
2020-04-25,49,"New Jersey"
2020-04-26,56,"New Jersey"
2020-04-27,58,"New Jersey"
2020-04-28,62,"New Jersey"
2020-04-29,61,"New Jersey"
2020-04-30,58,"New Jersey"
2020-05-01,66,"New Jersey"
2020-05-02,42,"New Jersey"
2020-05-03,42,"New Jersey"
2020-05-04,49,"New Jersey"
2020-05-05,48,"New Jersey"
2020-05-06,55,"New Jersey"
2020-05-07,53,"New Jersey"
2020-05-08,54,"New Jersey"
2020-05-09,41,"New Jersey"
2020-05-10,40,"New Jersey"
2020-05-11,48,"New Jersey"
2020-05-12,52,"New Jersey"
2020-05-13,53,"New Jersey"
2020-05-14,52,"New Jersey"
2020-05-15,46,"New Jersey"
2020-05-16,30,"New Jersey"
2020-02-18,3,"New Hampshire"
2020-02-19,2,"New Hampshire"
2020-02-20,2,"New Hampshire"
2020-02-21,3,"New Hampshire"
2020-02-22,4,"New Hampshire"
2020-02-23,2,"New Hampshire"
2020-02-24,6,"New Hampshire"
2020-02-25,8,"New Hampshire"
2020-02-26,6,"New Hampshire"
2020-02-27,5,"New Hampshire"
2020-02-28,5,"New Hampshire"
2020-02-29,3,"New Hampshire"
2020-03-01,5,"New Hampshire"
2020-03-02,3,"New Hampshire"
2020-03-03,4,"New Hampshire"
2020-03-04,4,"New Hampshire"
2020-03-05,5,"New Hampshire"
2020-03-06,4,"New Hampshire"
2020-03-07,5,"New Hampshire"
2020-03-08,5,"New Hampshire"
2020-03-09,6,"New Hampshire"
2020-03-10,5,"New Hampshire"
2020-03-11,5,"New Hampshire"
2020-03-12,12,"New Hampshire"
2020-03-13,10,"New Hampshire"
2020-03-14,5,"New Hampshire"
2020-03-15,15,"New Hampshire"
2020-03-16,41,"New Hampshire"
2020-03-17,52,"New Hampshire"
2020-03-18,59,"New Hampshire"
2020-03-19,61,"New Hampshire"
2020-03-20,61,"New Hampshire"
2020-03-21,46,"New Hampshire"
2020-03-22,52,"New Hampshire"
2020-03-23,90,"New Hampshire"
2020-03-24,100,"New Hampshire"
2020-03-25,90,"New Hampshire"
2020-03-26,70,"New Hampshire"
2020-03-27,83,"New Hampshire"
2020-03-28,69,"New Hampshire"
2020-03-29,72,"New Hampshire"
2020-03-30,93,"New Hampshire"
2020-03-31,84,"New Hampshire"
2020-04-01,89,"New Hampshire"
2020-04-02,88,"New Hampshire"
2020-04-03,98,"New Hampshire"
2020-04-04,53,"New Hampshire"
2020-04-05,58,"New Hampshire"
2020-04-06,80,"New Hampshire"
2020-04-07,86,"New Hampshire"
2020-04-08,74,"New Hampshire"
2020-04-09,84,"New Hampshire"
2020-04-10,72,"New Hampshire"
2020-04-11,46,"New Hampshire"
2020-04-12,78,"New Hampshire"
2020-04-13,66,"New Hampshire"
2020-04-14,51,"New Hampshire"
2020-04-15,64,"New Hampshire"
2020-04-16,64,"New Hampshire"
2020-04-17,73,"New Hampshire"
2020-04-18,33,"New Hampshire"
2020-04-19,32,"New Hampshire"
2020-04-20,52,"New Hampshire"
2020-04-21,66,"New Hampshire"
2020-04-22,62,"New Hampshire"
2020-04-23,61,"New Hampshire"
2020-04-24,69,"New Hampshire"
2020-04-25,40,"New Hampshire"
2020-04-26,28,"New Hampshire"
2020-04-27,49,"New Hampshire"
2020-04-28,56,"New Hampshire"
2020-04-29,56,"New Hampshire"
2020-04-30,50,"New Hampshire"
2020-05-01,46,"New Hampshire"
2020-05-02,34,"New Hampshire"
2020-05-03,29,"New Hampshire"
2020-05-04,48,"New Hampshire"
2020-05-05,46,"New Hampshire"
2020-05-06,59,"New Hampshire"
2020-05-07,43,"New Hampshire"
2020-05-08,48,"New Hampshire"
2020-05-09,34,"New Hampshire"
2020-05-10,27,"New Hampshire"
2020-05-11,45,"New Hampshire"
2020-05-12,48,"New Hampshire"
2020-05-13,37,"New Hampshire"
2020-05-14,51,"New Hampshire"
2020-05-15,37,"New Hampshire"
2020-05-16,23,"New Hampshire"
2020-02-18,8,"Nevada"
2020-02-19,4,"Nevada"
2020-02-20,5,"Nevada"
2020-02-21,6,"Nevada"
2020-02-22,4,"Nevada"
2020-02-23,5,"Nevada"
2020-02-24,5,"Nevada"
2020-02-25,4,"Nevada"
2020-02-26,5,"Nevada"
2020-02-27,10,"Nevada"
2020-02-28,5,"Nevada"
2020-02-29,5,"Nevada"
2020-03-01,2,"Nevada"
2020-03-02,4,"Nevada"
2020-03-03,7,"Nevada"
2020-03-04,5,"Nevada"
2020-03-05,4,"Nevada"
2020-03-06,4,"Nevada"
2020-03-07,3,"Nevada"
2020-03-08,4,"Nevada"
2020-03-09,6,"Nevada"
2020-03-10,5,"Nevada"
2020-03-11,7,"Nevada"
2020-03-12,6,"Nevada"
2020-03-13,16,"Nevada"
2020-03-14,9,"Nevada"
2020-03-15,7,"Nevada"
2020-03-16,19,"Nevada"
2020-03-17,30,"Nevada"
2020-03-18,38,"Nevada"
2020-03-19,50,"Nevada"
2020-03-20,52,"Nevada"
2020-03-21,36,"Nevada"
2020-03-22,39,"Nevada"
2020-03-23,77,"Nevada"
2020-03-24,71,"Nevada"
2020-03-25,69,"Nevada"
2020-03-26,86,"Nevada"
2020-03-27,83,"Nevada"
2020-03-28,43,"Nevada"
2020-03-29,55,"Nevada"
2020-03-30,76,"Nevada"
2020-03-31,100,"Nevada"
2020-04-01,94,"Nevada"
2020-04-02,90,"Nevada"
2020-04-03,86,"Nevada"
2020-04-04,53,"Nevada"
2020-04-05,35,"Nevada"
2020-04-06,66,"Nevada"
2020-04-07,71,"Nevada"
2020-04-08,61,"Nevada"
2020-04-09,70,"Nevada"
2020-04-10,61,"Nevada"
2020-04-11,47,"Nevada"
2020-04-12,40,"Nevada"
2020-04-13,56,"Nevada"
2020-04-14,56,"Nevada"
2020-04-15,44,"Nevada"
2020-04-16,59,"Nevada"
2020-04-17,49,"Nevada"
2020-04-18,35,"Nevada"
2020-04-19,35,"Nevada"
2020-04-20,43,"Nevada"
2020-04-21,54,"Nevada"
2020-04-22,44,"Nevada"
2020-04-23,58,"Nevada"
2020-04-24,58,"Nevada"
2020-04-25,34,"Nevada"
2020-04-26,28,"Nevada"
2020-04-27,44,"Nevada"
2020-04-28,49,"Nevada"
2020-04-29,48,"Nevada"
2020-04-30,47,"Nevada"
2020-05-01,39,"Nevada"
2020-05-02,26,"Nevada"
2020-05-03,37,"Nevada"
2020-05-04,37,"Nevada"
2020-05-05,46,"Nevada"
2020-05-06,39,"Nevada"
2020-05-07,41,"Nevada"
2020-05-08,41,"Nevada"
2020-05-09,30,"Nevada"
2020-05-10,24,"Nevada"
2020-05-11,39,"Nevada"
2020-05-12,40,"Nevada"
2020-05-13,37,"Nevada"
2020-05-14,37,"Nevada"
2020-05-15,42,"Nevada"
2020-05-16,24,"Nevada"
2020-02-18,3,"Nebraska"
2020-02-19,1,"Nebraska"
2020-02-20,4,"Nebraska"
2020-02-21,4,"Nebraska"
2020-02-22,4,"Nebraska"
2020-02-23,4,"Nebraska"
2020-02-24,4,"Nebraska"
2020-02-25,2,"Nebraska"
2020-02-26,2,"Nebraska"
2020-02-27,5,"Nebraska"
2020-02-28,4,"Nebraska"
2020-02-29,3,"Nebraska"
2020-03-01,3,"Nebraska"
2020-03-02,5,"Nebraska"
2020-03-03,4,"Nebraska"
2020-03-04,2,"Nebraska"
2020-03-05,2,"Nebraska"
2020-03-06,2,"Nebraska"
2020-03-07,4,"Nebraska"
2020-03-08,3,"Nebraska"
2020-03-09,5,"Nebraska"
2020-03-10,5,"Nebraska"
2020-03-11,9,"Nebraska"
2020-03-12,10,"Nebraska"
2020-03-13,16,"Nebraska"
2020-03-14,8,"Nebraska"
2020-03-15,8,"Nebraska"
2020-03-16,26,"Nebraska"
2020-03-17,47,"Nebraska"
2020-03-18,42,"Nebraska"
2020-03-19,55,"Nebraska"
2020-03-20,46,"Nebraska"
2020-03-21,40,"Nebraska"
2020-03-22,37,"Nebraska"
2020-03-23,95,"Nebraska"
2020-03-24,100,"Nebraska"
2020-03-25,74,"Nebraska"
2020-03-26,82,"Nebraska"
2020-03-27,74,"Nebraska"
2020-03-28,54,"Nebraska"
2020-03-29,38,"Nebraska"
2020-03-30,83,"Nebraska"
2020-03-31,88,"Nebraska"
2020-04-01,92,"Nebraska"
2020-04-02,83,"Nebraska"
2020-04-03,72,"Nebraska"
2020-04-04,66,"Nebraska"
2020-04-05,46,"Nebraska"
2020-04-06,82,"Nebraska"
2020-04-07,75,"Nebraska"
2020-04-08,66,"Nebraska"
2020-04-09,67,"Nebraska"
2020-04-10,49,"Nebraska"
2020-04-11,52,"Nebraska"
2020-04-12,61,"Nebraska"
2020-04-13,51,"Nebraska"
2020-04-14,62,"Nebraska"
2020-04-15,58,"Nebraska"
2020-04-16,55,"Nebraska"
2020-04-17,50,"Nebraska"
2020-04-18,38,"Nebraska"
2020-04-19,36,"Nebraska"
2020-04-20,38,"Nebraska"
2020-04-21,53,"Nebraska"
2020-04-22,51,"Nebraska"
2020-04-23,48,"Nebraska"
2020-04-24,39,"Nebraska"
2020-04-25,29,"Nebraska"
2020-04-26,30,"Nebraska"
2020-04-27,41,"Nebraska"
2020-04-28,37,"Nebraska"
2020-04-29,45,"Nebraska"
2020-04-30,44,"Nebraska"
2020-05-01,33,"Nebraska"
2020-05-02,16,"Nebraska"
2020-05-03,17,"Nebraska"
2020-05-04,36,"Nebraska"
2020-05-05,35,"Nebraska"
2020-05-06,33,"Nebraska"
2020-05-07,48,"Nebraska"
2020-05-08,38,"Nebraska"
2020-05-09,21,"Nebraska"
2020-05-10,25,"Nebraska"
2020-05-11,37,"Nebraska"
2020-05-12,37,"Nebraska"
2020-05-13,37,"Nebraska"
2020-05-14,30,"Nebraska"
2020-05-15,28,"Nebraska"
2020-05-16,18,"Nebraska"
2020-02-18,4,"Montana"
2020-02-19,4,"Montana"
2020-02-20,8,"Montana"
2020-02-21,4,"Montana"
2020-02-22,5,"Montana"
2020-02-23,0,"Montana"
2020-02-24,6,"Montana"
2020-02-25,4,"Montana"
2020-02-26,8,"Montana"
2020-02-27,4,"Montana"
2020-02-28,7,"Montana"
2020-02-29,0,"Montana"
2020-03-01,9,"Montana"
2020-03-02,4,"Montana"
2020-03-03,0,"Montana"
2020-03-04,12,"Montana"
2020-03-05,4,"Montana"
2020-03-06,4,"Montana"
2020-03-07,0,"Montana"
2020-03-08,0,"Montana"
2020-03-09,4,"Montana"
2020-03-10,4,"Montana"
2020-03-11,4,"Montana"
2020-03-12,8,"Montana"
2020-03-13,10,"Montana"
2020-03-14,14,"Montana"
2020-03-15,18,"Montana"
2020-03-16,39,"Montana"
2020-03-17,25,"Montana"
2020-03-18,31,"Montana"
2020-03-19,40,"Montana"
2020-03-20,31,"Montana"
2020-03-21,34,"Montana"
2020-03-22,27,"Montana"
2020-03-23,81,"Montana"
2020-03-24,69,"Montana"
2020-03-25,67,"Montana"
2020-03-26,68,"Montana"
2020-03-27,64,"Montana"
2020-03-28,51,"Montana"
2020-03-29,54,"Montana"
2020-03-30,88,"Montana"
2020-03-31,95,"Montana"
2020-04-01,81,"Montana"
2020-04-02,92,"Montana"
2020-04-03,100,"Montana"
2020-04-04,57,"Montana"
2020-04-05,42,"Montana"
2020-04-06,80,"Montana"
2020-04-07,72,"Montana"
2020-04-08,87,"Montana"
2020-04-09,69,"Montana"
2020-04-10,50,"Montana"
2020-04-11,58,"Montana"
2020-04-12,60,"Montana"
2020-04-13,61,"Montana"
2020-04-14,58,"Montana"
2020-04-15,59,"Montana"
2020-04-16,75,"Montana"
2020-04-17,56,"Montana"
2020-04-18,50,"Montana"
2020-04-19,42,"Montana"
2020-04-20,49,"Montana"
2020-04-21,52,"Montana"
2020-04-22,47,"Montana"
2020-04-23,52,"Montana"
2020-04-24,51,"Montana"
2020-04-25,18,"Montana"
2020-04-26,22,"Montana"
2020-04-27,36,"Montana"
2020-04-28,27,"Montana"
2020-04-29,58,"Montana"
2020-04-30,39,"Montana"
2020-05-01,34,"Montana"
2020-05-02,25,"Montana"
2020-05-03,13,"Montana"
2020-05-04,41,"Montana"
2020-05-05,29,"Montana"
2020-05-06,34,"Montana"
2020-05-07,29,"Montana"
2020-05-08,35,"Montana"
2020-05-09,23,"Montana"
2020-05-10,26,"Montana"
2020-05-11,37,"Montana"
2020-05-12,36,"Montana"
2020-05-13,29,"Montana"
2020-05-14,29,"Montana"
2020-05-15,26,"Montana"
2020-05-16,14,"Montana"
2020-02-18,5,"Missouri"
2020-02-19,3,"Missouri"
2020-02-20,4,"Missouri"
2020-02-21,2,"Missouri"
2020-02-22,3,"Missouri"
2020-02-23,2,"Missouri"
2020-02-24,3,"Missouri"
2020-02-25,5,"Missouri"
2020-02-26,5,"Missouri"
2020-02-27,4,"Missouri"
2020-02-28,3,"Missouri"
2020-02-29,2,"Missouri"
2020-03-01,3,"Missouri"
2020-03-02,3,"Missouri"
2020-03-03,4,"Missouri"
2020-03-04,5,"Missouri"
2020-03-05,4,"Missouri"
2020-03-06,3,"Missouri"
2020-03-07,3,"Missouri"
2020-03-08,3,"Missouri"
2020-03-09,4,"Missouri"
2020-03-10,4,"Missouri"
2020-03-11,7,"Missouri"
2020-03-12,8,"Missouri"
2020-03-13,10,"Missouri"
2020-03-14,9,"Missouri"
2020-03-15,9,"Missouri"
2020-03-16,30,"Missouri"
2020-03-17,34,"Missouri"
2020-03-18,37,"Missouri"
2020-03-19,42,"Missouri"
2020-03-20,45,"Missouri"
2020-03-21,35,"Missouri"
2020-03-22,45,"Missouri"
2020-03-23,77,"Missouri"
2020-03-24,91,"Missouri"
2020-03-25,89,"Missouri"
2020-03-26,89,"Missouri"
2020-03-27,81,"Missouri"
2020-03-28,52,"Missouri"
2020-03-29,59,"Missouri"
2020-03-30,100,"Missouri"
2020-03-31,85,"Missouri"
2020-04-01,91,"Missouri"
2020-04-02,97,"Missouri"
2020-04-03,100,"Missouri"
2020-04-04,63,"Missouri"
2020-04-05,58,"Missouri"
2020-04-06,77,"Missouri"
2020-04-07,74,"Missouri"
2020-04-08,69,"Missouri"
2020-04-09,74,"Missouri"
2020-04-10,60,"Missouri"
2020-04-11,43,"Missouri"
2020-04-12,65,"Missouri"
2020-04-13,60,"Missouri"
2020-04-14,65,"Missouri"
2020-04-15,64,"Missouri"
2020-04-16,65,"Missouri"
2020-04-17,60,"Missouri"
2020-04-18,36,"Missouri"
2020-04-19,37,"Missouri"
2020-04-20,50,"Missouri"
2020-04-21,50,"Missouri"
2020-04-22,58,"Missouri"
2020-04-23,50,"Missouri"
2020-04-24,49,"Missouri"
2020-04-25,30,"Missouri"
2020-04-26,27,"Missouri"
2020-04-27,46,"Missouri"
2020-04-28,51,"Missouri"
2020-04-29,51,"Missouri"
2020-04-30,47,"Missouri"
2020-05-01,43,"Missouri"
2020-05-02,23,"Missouri"
2020-05-03,27,"Missouri"
2020-05-04,40,"Missouri"
2020-05-05,42,"Missouri"
2020-05-06,43,"Missouri"
2020-05-07,42,"Missouri"
2020-05-08,31,"Missouri"
2020-05-09,20,"Missouri"
2020-05-10,22,"Missouri"
2020-05-11,32,"Missouri"
2020-05-12,32,"Missouri"
2020-05-13,40,"Missouri"
2020-05-14,38,"Missouri"
2020-05-15,32,"Missouri"
2020-05-16,14,"Missouri"
2020-02-18,2,"Mississippi"
2020-02-19,7,"Mississippi"
2020-02-20,2,"Mississippi"
2020-02-21,3,"Mississippi"
2020-02-22,5,"Mississippi"
2020-02-23,6,"Mississippi"
2020-02-24,3,"Mississippi"
2020-02-25,8,"Mississippi"
2020-02-26,9,"Mississippi"
2020-02-27,4,"Mississippi"
2020-02-28,5,"Mississippi"
2020-02-29,4,"Mississippi"
2020-03-01,5,"Mississippi"
2020-03-02,4,"Mississippi"
2020-03-03,8,"Mississippi"
2020-03-04,3,"Mississippi"
2020-03-05,2,"Mississippi"
2020-03-06,11,"Mississippi"
2020-03-07,4,"Mississippi"
2020-03-08,5,"Mississippi"
2020-03-09,6,"Mississippi"
2020-03-10,2,"Mississippi"
2020-03-11,5,"Mississippi"
2020-03-12,7,"Mississippi"
2020-03-13,4,"Mississippi"
2020-03-14,8,"Mississippi"
2020-03-15,8,"Mississippi"
2020-03-16,18,"Mississippi"
2020-03-17,28,"Mississippi"
2020-03-18,45,"Mississippi"
2020-03-19,31,"Mississippi"
2020-03-20,44,"Mississippi"
2020-03-21,29,"Mississippi"
2020-03-22,38,"Mississippi"
2020-03-23,100,"Mississippi"
2020-03-24,84,"Mississippi"
2020-03-25,95,"Mississippi"
2020-03-26,85,"Mississippi"
2020-03-27,57,"Mississippi"
2020-03-28,34,"Mississippi"
2020-03-29,38,"Mississippi"
2020-03-30,69,"Mississippi"
2020-03-31,74,"Mississippi"
2020-04-01,60,"Mississippi"
2020-04-02,80,"Mississippi"
2020-04-03,75,"Mississippi"
2020-04-04,48,"Mississippi"
2020-04-05,50,"Mississippi"
2020-04-06,59,"Mississippi"
2020-04-07,72,"Mississippi"
2020-04-08,65,"Mississippi"
2020-04-09,61,"Mississippi"
2020-04-10,45,"Mississippi"
2020-04-11,28,"Mississippi"
2020-04-12,44,"Mississippi"
2020-04-13,33,"Mississippi"
2020-04-14,54,"Mississippi"
2020-04-15,52,"Mississippi"
2020-04-16,64,"Mississippi"
2020-04-17,37,"Mississippi"
2020-04-18,32,"Mississippi"
2020-04-19,36,"Mississippi"
2020-04-20,47,"Mississippi"
2020-04-21,38,"Mississippi"
2020-04-22,56,"Mississippi"
2020-04-23,37,"Mississippi"
2020-04-24,38,"Mississippi"
2020-04-25,22,"Mississippi"
2020-04-26,25,"Mississippi"
2020-04-27,51,"Mississippi"
2020-04-28,53,"Mississippi"
2020-04-29,34,"Mississippi"
2020-04-30,35,"Mississippi"
2020-05-01,27,"Mississippi"
2020-05-02,26,"Mississippi"
2020-05-03,29,"Mississippi"
2020-05-04,32,"Mississippi"
2020-05-05,40,"Mississippi"
2020-05-06,29,"Mississippi"
2020-05-07,44,"Mississippi"
2020-05-08,24,"Mississippi"
2020-05-09,19,"Mississippi"
2020-05-10,22,"Mississippi"
2020-05-11,24,"Mississippi"
2020-05-12,45,"Mississippi"
2020-05-13,31,"Mississippi"
2020-05-14,33,"Mississippi"
2020-05-15,19,"Mississippi"
2020-05-16,8,"Mississippi"
2020-02-18,4,"Minnesota"
2020-02-19,5,"Minnesota"
2020-02-20,3,"Minnesota"
2020-02-21,3,"Minnesota"
2020-02-22,4,"Minnesota"
2020-02-23,2,"Minnesota"
2020-02-24,5,"Minnesota"
2020-02-25,4,"Minnesota"
2020-02-26,4,"Minnesota"
2020-02-27,2,"Minnesota"
2020-02-28,4,"Minnesota"
2020-02-29,3,"Minnesota"
2020-03-01,3,"Minnesota"
2020-03-02,3,"Minnesota"
2020-03-03,2,"Minnesota"
2020-03-04,4,"Minnesota"
2020-03-05,2,"Minnesota"
2020-03-06,3,"Minnesota"
2020-03-07,1,"Minnesota"
2020-03-08,2,"Minnesota"
2020-03-09,5,"Minnesota"
2020-03-10,5,"Minnesota"
2020-03-11,6,"Minnesota"
2020-03-12,9,"Minnesota"
2020-03-13,9,"Minnesota"
2020-03-14,7,"Minnesota"
2020-03-15,12,"Minnesota"
2020-03-16,32,"Minnesota"
2020-03-17,30,"Minnesota"
2020-03-18,54,"Minnesota"
2020-03-19,53,"Minnesota"
2020-03-20,47,"Minnesota"
2020-03-21,43,"Minnesota"
2020-03-22,47,"Minnesota"
2020-03-23,65,"Minnesota"
2020-03-24,73,"Minnesota"
2020-03-25,72,"Minnesota"
2020-03-26,83,"Minnesota"
2020-03-27,76,"Minnesota"
2020-03-28,64,"Minnesota"
2020-03-29,81,"Minnesota"
2020-03-30,100,"Minnesota"
2020-03-31,90,"Minnesota"
2020-04-01,84,"Minnesota"
2020-04-02,88,"Minnesota"
2020-04-03,78,"Minnesota"
2020-04-04,73,"Minnesota"
2020-04-05,55,"Minnesota"
2020-04-06,67,"Minnesota"
2020-04-07,67,"Minnesota"
2020-04-08,61,"Minnesota"
2020-04-09,73,"Minnesota"
2020-04-10,63,"Minnesota"
2020-04-11,44,"Minnesota"
2020-04-12,78,"Minnesota"
2020-04-13,49,"Minnesota"
2020-04-14,61,"Minnesota"
2020-04-15,57,"Minnesota"
2020-04-16,66,"Minnesota"
2020-04-17,55,"Minnesota"
2020-04-18,45,"Minnesota"
2020-04-19,37,"Minnesota"
2020-04-20,46,"Minnesota"
2020-04-21,50,"Minnesota"
2020-04-22,52,"Minnesota"
2020-04-23,48,"Minnesota"
2020-04-24,43,"Minnesota"
2020-04-25,28,"Minnesota"
2020-04-26,32,"Minnesota"
2020-04-27,37,"Minnesota"
2020-04-28,43,"Minnesota"
2020-04-29,40,"Minnesota"
2020-04-30,43,"Minnesota"
2020-05-01,40,"Minnesota"
2020-05-02,28,"Minnesota"
2020-05-03,26,"Minnesota"
2020-05-04,30,"Minnesota"
2020-05-05,38,"Minnesota"
2020-05-06,38,"Minnesota"
2020-05-07,35,"Minnesota"
2020-05-08,33,"Minnesota"
2020-05-09,29,"Minnesota"
2020-05-10,30,"Minnesota"
2020-05-11,33,"Minnesota"
2020-05-12,34,"Minnesota"
2020-05-13,43,"Minnesota"
2020-05-14,40,"Minnesota"
2020-05-15,29,"Minnesota"
2020-05-16,20,"Minnesota"
2020-02-18,4,"Michigan"
2020-02-19,5,"Michigan"
2020-02-20,4,"Michigan"
2020-02-21,4,"Michigan"
2020-02-22,2,"Michigan"
2020-02-23,3,"Michigan"
2020-02-24,2,"Michigan"
2020-02-25,4,"Michigan"
2020-02-26,4,"Michigan"
2020-02-27,5,"Michigan"
2020-02-28,5,"Michigan"
2020-02-29,5,"Michigan"
2020-03-01,3,"Michigan"
2020-03-02,3,"Michigan"
2020-03-03,5,"Michigan"
2020-03-04,6,"Michigan"
2020-03-05,3,"Michigan"
2020-03-06,4,"Michigan"
2020-03-07,5,"Michigan"
2020-03-08,3,"Michigan"
2020-03-09,5,"Michigan"
2020-03-10,6,"Michigan"
2020-03-11,11,"Michigan"
2020-03-12,14,"Michigan"
2020-03-13,17,"Michigan"
2020-03-14,12,"Michigan"
2020-03-15,16,"Michigan"
2020-03-16,32,"Michigan"
2020-03-17,35,"Michigan"
2020-03-18,39,"Michigan"
2020-03-19,42,"Michigan"
2020-03-20,40,"Michigan"
2020-03-21,34,"Michigan"
