"date","coronavirus_hits","state"
2020-03-17,85,"Michigan"
2020-03-18,78,"Michigan"
2020-03-19,78,"Michigan"
2020-03-20,76,"Michigan"
2020-03-21,74,"Michigan"
2020-03-22,80,"Michigan"
2020-03-23,76,"Michigan"
2020-03-24,63,"Michigan"
2020-03-25,63,"Michigan"
2020-03-26,63,"Michigan"
2020-03-27,64,"Michigan"
2020-03-28,59,"Michigan"
2020-03-29,58,"Michigan"
2020-03-30,55,"Michigan"
2020-03-31,52,"Michigan"
2020-04-01,50,"Michigan"
2020-04-02,48,"Michigan"
2020-04-03,56,"Michigan"
2020-04-04,58,"Michigan"
2020-04-05,56,"Michigan"
2020-04-06,55,"Michigan"
2020-04-07,52,"Michigan"
2020-04-08,49,"Michigan"
2020-04-09,46,"Michigan"
2020-04-10,45,"Michigan"
2020-04-11,35,"Michigan"
2020-04-12,29,"Michigan"
2020-04-13,39,"Michigan"
2020-04-14,40,"Michigan"
2020-04-15,41,"Michigan"
2020-04-16,38,"Michigan"
2020-04-17,38,"Michigan"
2020-04-18,39,"Michigan"
2020-04-19,28,"Michigan"
2020-04-20,34,"Michigan"
2020-04-21,36,"Michigan"
2020-04-22,27,"Michigan"
2020-04-23,33,"Michigan"
2020-04-24,36,"Michigan"
2020-04-25,22,"Michigan"
2020-04-26,19,"Michigan"
2020-04-27,19,"Michigan"
2020-04-28,19,"Michigan"
2020-04-29,18,"Michigan"
2020-04-30,17,"Michigan"
2020-05-01,19,"Michigan"
2020-05-02,17,"Michigan"
2020-05-03,18,"Michigan"
2020-05-04,18,"Michigan"
2020-05-05,18,"Michigan"
2020-05-06,17,"Michigan"
2020-05-07,17,"Michigan"
2020-05-08,14,"Michigan"
2020-05-09,14,"Michigan"
2020-05-10,14,"Michigan"
2020-05-11,16,"Michigan"
2020-05-12,15,"Michigan"
2020-05-13,14,"Michigan"
2020-05-14,15,"Michigan"
2020-05-15,14,"Michigan"
2020-05-16,13,"Michigan"
2020-02-18,4,"Massachusetts"
2020-02-19,3,"Massachusetts"
2020-02-20,3,"Massachusetts"
2020-02-21,4,"Massachusetts"
2020-02-22,4,"Massachusetts"
2020-02-23,5,"Massachusetts"
2020-02-24,8,"Massachusetts"
2020-02-25,12,"Massachusetts"
2020-02-26,18,"Massachusetts"
2020-02-27,19,"Massachusetts"
2020-02-28,19,"Massachusetts"
2020-02-29,19,"Massachusetts"
2020-03-01,18,"Massachusetts"
2020-03-02,26,"Massachusetts"
2020-03-03,23,"Massachusetts"
2020-03-04,23,"Massachusetts"
2020-03-05,26,"Massachusetts"
2020-03-06,34,"Massachusetts"
2020-03-07,33,"Massachusetts"
2020-03-08,32,"Massachusetts"
2020-03-09,44,"Massachusetts"
2020-03-10,60,"Massachusetts"
2020-03-11,71,"Massachusetts"
2020-03-12,100,"Massachusetts"
2020-03-13,86,"Massachusetts"
2020-03-14,76,"Massachusetts"
2020-03-15,96,"Massachusetts"
2020-03-16,88,"Massachusetts"
2020-03-17,73,"Massachusetts"
2020-03-18,69,"Massachusetts"
2020-03-19,68,"Massachusetts"
2020-03-20,67,"Massachusetts"
2020-03-21,65,"Massachusetts"
2020-03-22,68,"Massachusetts"
2020-03-23,62,"Massachusetts"
2020-03-24,55,"Massachusetts"
2020-03-25,53,"Massachusetts"
2020-03-26,55,"Massachusetts"
2020-03-27,55,"Massachusetts"
2020-03-28,53,"Massachusetts"
2020-03-29,49,"Massachusetts"
2020-03-30,46,"Massachusetts"
2020-03-31,44,"Massachusetts"
2020-04-01,42,"Massachusetts"
2020-04-02,41,"Massachusetts"
2020-04-03,49,"Massachusetts"
2020-04-04,52,"Massachusetts"
2020-04-05,52,"Massachusetts"
2020-04-06,52,"Massachusetts"
2020-04-07,49,"Massachusetts"
2020-04-08,45,"Massachusetts"
2020-04-09,44,"Massachusetts"
2020-04-10,42,"Massachusetts"
2020-04-11,33,"Massachusetts"
2020-04-12,29,"Massachusetts"
2020-04-13,39,"Massachusetts"
2020-04-14,40,"Massachusetts"
2020-04-15,40,"Massachusetts"
2020-04-16,40,"Massachusetts"
2020-04-17,38,"Massachusetts"
2020-04-18,38,"Massachusetts"
2020-04-19,31,"Massachusetts"
2020-04-20,36,"Massachusetts"
2020-04-21,38,"Massachusetts"
2020-04-22,27,"Massachusetts"
2020-04-23,32,"Massachusetts"
2020-04-24,32,"Massachusetts"
2020-04-25,25,"Massachusetts"
2020-04-26,21,"Massachusetts"
2020-04-27,21,"Massachusetts"
2020-04-28,22,"Massachusetts"
2020-04-29,18,"Massachusetts"
2020-04-30,18,"Massachusetts"
2020-05-01,17,"Massachusetts"
2020-05-02,19,"Massachusetts"
2020-05-03,19,"Massachusetts"
2020-05-04,18,"Massachusetts"
2020-05-05,17,"Massachusetts"
2020-05-06,18,"Massachusetts"
2020-05-07,16,"Massachusetts"
2020-05-08,16,"Massachusetts"
2020-05-09,16,"Massachusetts"
2020-05-10,16,"Massachusetts"
2020-05-11,17,"Massachusetts"
2020-05-12,16,"Massachusetts"
2020-05-13,16,"Massachusetts"
2020-05-14,16,"Massachusetts"
2020-05-15,16,"Massachusetts"
2020-05-16,15,"Massachusetts"
2020-02-18,4,"Maryland"
2020-02-19,3,"Maryland"
2020-02-20,2,"Maryland"
2020-02-21,3,"Maryland"
2020-02-22,3,"Maryland"
2020-02-23,4,"Maryland"
2020-02-24,7,"Maryland"
2020-02-25,10,"Maryland"
2020-02-26,16,"Maryland"
2020-02-27,18,"Maryland"
2020-02-28,19,"Maryland"
2020-02-29,19,"Maryland"
2020-03-01,16,"Maryland"
2020-03-02,24,"Maryland"
2020-03-03,23,"Maryland"
2020-03-04,23,"Maryland"
2020-03-05,25,"Maryland"
2020-03-06,54,"Maryland"
2020-03-07,34,"Maryland"
2020-03-08,34,"Maryland"
2020-03-09,39,"Maryland"
2020-03-10,51,"Maryland"
2020-03-11,60,"Maryland"
2020-03-12,100,"Maryland"
2020-03-13,79,"Maryland"
2020-03-14,69,"Maryland"
2020-03-15,90,"Maryland"
2020-03-16,92,"Maryland"
2020-03-17,82,"Maryland"
2020-03-18,76,"Maryland"
2020-03-19,76,"Maryland"
2020-03-20,72,"Maryland"
2020-03-21,73,"Maryland"
2020-03-22,75,"Maryland"
2020-03-23,70,"Maryland"
2020-03-24,60,"Maryland"
2020-03-25,57,"Maryland"
2020-03-26,57,"Maryland"
2020-03-27,58,"Maryland"
2020-03-28,55,"Maryland"
2020-03-29,55,"Maryland"
2020-03-30,55,"Maryland"
2020-03-31,48,"Maryland"
2020-04-01,44,"Maryland"
2020-04-02,44,"Maryland"
2020-04-03,53,"Maryland"
2020-04-04,59,"Maryland"
2020-04-05,58,"Maryland"
2020-04-06,56,"Maryland"
2020-04-07,54,"Maryland"
2020-04-08,52,"Maryland"
2020-04-09,51,"Maryland"
2020-04-10,47,"Maryland"
2020-04-11,36,"Maryland"
2020-04-12,30,"Maryland"
2020-04-13,44,"Maryland"
2020-04-14,46,"Maryland"
2020-04-15,44,"Maryland"
2020-04-16,42,"Maryland"
2020-04-17,43,"Maryland"
2020-04-18,43,"Maryland"
2020-04-19,31,"Maryland"
2020-04-20,36,"Maryland"
2020-04-21,39,"Maryland"
2020-04-22,29,"Maryland"
2020-04-23,35,"Maryland"
2020-04-24,38,"Maryland"
2020-04-25,25,"Maryland"
2020-04-26,21,"Maryland"
2020-04-27,22,"Maryland"
2020-04-28,21,"Maryland"
2020-04-29,22,"Maryland"
2020-04-30,19,"Maryland"
2020-05-01,19,"Maryland"
2020-05-02,20,"Maryland"
2020-05-03,21,"Maryland"
2020-05-04,19,"Maryland"
2020-05-05,18,"Maryland"
2020-05-06,19,"Maryland"
2020-05-07,19,"Maryland"
2020-05-08,18,"Maryland"
2020-05-09,16,"Maryland"
2020-05-10,16,"Maryland"
2020-05-11,19,"Maryland"
2020-05-12,17,"Maryland"
2020-05-13,18,"Maryland"
2020-05-14,18,"Maryland"
2020-05-15,15,"Maryland"
2020-05-16,16,"Maryland"
2020-02-18,3,"Maine"
2020-02-19,3,"Maine"
2020-02-20,3,"Maine"
2020-02-21,2,"Maine"
2020-02-22,3,"Maine"
2020-02-23,4,"Maine"
2020-02-24,6,"Maine"
2020-02-25,7,"Maine"
2020-02-26,12,"Maine"
2020-02-27,10,"Maine"
2020-02-28,11,"Maine"
2020-02-29,13,"Maine"
2020-03-01,13,"Maine"
2020-03-02,19,"Maine"
2020-03-03,17,"Maine"
2020-03-04,16,"Maine"
2020-03-05,20,"Maine"
2020-03-06,21,"Maine"
2020-03-07,21,"Maine"
2020-03-08,23,"Maine"
2020-03-09,28,"Maine"
2020-03-10,39,"Maine"
2020-03-11,47,"Maine"
2020-03-12,100,"Maine"
2020-03-13,93,"Maine"
2020-03-14,73,"Maine"
2020-03-15,95,"Maine"
2020-03-16,86,"Maine"
2020-03-17,75,"Maine"
2020-03-18,73,"Maine"
2020-03-19,65,"Maine"
2020-03-20,62,"Maine"
2020-03-21,60,"Maine"
2020-03-22,69,"Maine"
2020-03-23,60,"Maine"
2020-03-24,54,"Maine"
2020-03-25,53,"Maine"
2020-03-26,53,"Maine"
2020-03-27,52,"Maine"
2020-03-28,50,"Maine"
2020-03-29,52,"Maine"
2020-03-30,45,"Maine"
2020-03-31,43,"Maine"
2020-04-01,43,"Maine"
2020-04-02,36,"Maine"
2020-04-03,46,"Maine"
2020-04-04,49,"Maine"
2020-04-05,52,"Maine"
2020-04-06,52,"Maine"
2020-04-07,49,"Maine"
2020-04-08,39,"Maine"
2020-04-09,38,"Maine"
2020-04-10,40,"Maine"
2020-04-11,25,"Maine"
2020-04-12,24,"Maine"
2020-04-13,34,"Maine"
2020-04-14,34,"Maine"
2020-04-15,35,"Maine"
2020-04-16,34,"Maine"
2020-04-17,32,"Maine"
2020-04-18,32,"Maine"
2020-04-19,23,"Maine"
2020-04-20,29,"Maine"
2020-04-21,32,"Maine"
2020-04-22,23,"Maine"
2020-04-23,28,"Maine"
2020-04-24,31,"Maine"
2020-04-25,23,"Maine"
2020-04-26,15,"Maine"
2020-04-27,18,"Maine"
2020-04-28,22,"Maine"
2020-04-29,18,"Maine"
2020-04-30,17,"Maine"
2020-05-01,17,"Maine"
2020-05-02,17,"Maine"
2020-05-03,17,"Maine"
2020-05-04,14,"Maine"
2020-05-05,15,"Maine"
2020-05-06,16,"Maine"
2020-05-07,14,"Maine"
2020-05-08,14,"Maine"
2020-05-09,16,"Maine"
2020-05-10,14,"Maine"
2020-05-11,13,"Maine"
2020-05-12,12,"Maine"
2020-05-13,14,"Maine"
2020-05-14,13,"Maine"
2020-05-15,12,"Maine"
2020-05-16,13,"Maine"
2020-02-18,3,"Louisiana"
2020-02-19,2,"Louisiana"
2020-02-20,2,"Louisiana"
2020-02-21,2,"Louisiana"
2020-02-22,3,"Louisiana"
2020-02-23,3,"Louisiana"
2020-02-24,4,"Louisiana"
2020-02-25,7,"Louisiana"
2020-02-26,11,"Louisiana"
2020-02-27,14,"Louisiana"
2020-02-28,12,"Louisiana"
2020-02-29,13,"Louisiana"
2020-03-01,10,"Louisiana"
2020-03-02,14,"Louisiana"
2020-03-03,17,"Louisiana"
2020-03-04,17,"Louisiana"
2020-03-05,19,"Louisiana"
2020-03-06,19,"Louisiana"
2020-03-07,19,"Louisiana"
2020-03-08,20,"Louisiana"
2020-03-09,35,"Louisiana"
2020-03-10,37,"Louisiana"
2020-03-11,51,"Louisiana"
2020-03-12,92,"Louisiana"
2020-03-13,86,"Louisiana"
2020-03-14,76,"Louisiana"
2020-03-15,100,"Louisiana"
2020-03-16,100,"Louisiana"
2020-03-17,88,"Louisiana"
2020-03-18,79,"Louisiana"
2020-03-19,79,"Louisiana"
2020-03-20,73,"Louisiana"
2020-03-21,73,"Louisiana"
2020-03-22,83,"Louisiana"
2020-03-23,72,"Louisiana"
2020-03-24,61,"Louisiana"
2020-03-25,55,"Louisiana"
2020-03-26,57,"Louisiana"
2020-03-27,54,"Louisiana"
2020-03-28,52,"Louisiana"
2020-03-29,48,"Louisiana"
2020-03-30,45,"Louisiana"
2020-03-31,42,"Louisiana"
2020-04-01,41,"Louisiana"
2020-04-02,40,"Louisiana"
2020-04-03,52,"Louisiana"
2020-04-04,53,"Louisiana"
2020-04-05,53,"Louisiana"
2020-04-06,53,"Louisiana"
2020-04-07,52,"Louisiana"
2020-04-08,45,"Louisiana"
2020-04-09,43,"Louisiana"
2020-04-10,41,"Louisiana"
2020-04-11,30,"Louisiana"
2020-04-12,22,"Louisiana"
2020-04-13,36,"Louisiana"
2020-04-14,42,"Louisiana"
2020-04-15,38,"Louisiana"
2020-04-16,35,"Louisiana"
2020-04-17,36,"Louisiana"
2020-04-18,37,"Louisiana"
2020-04-19,22,"Louisiana"
2020-04-20,29,"Louisiana"
2020-04-21,34,"Louisiana"
2020-04-22,21,"Louisiana"
2020-04-23,29,"Louisiana"
2020-04-24,32,"Louisiana"
2020-04-25,17,"Louisiana"
2020-04-26,14,"Louisiana"
2020-04-27,16,"Louisiana"
2020-04-28,14,"Louisiana"
2020-04-29,13,"Louisiana"
2020-04-30,12,"Louisiana"
2020-05-01,14,"Louisiana"
2020-05-02,12,"Louisiana"
2020-05-03,13,"Louisiana"
2020-05-04,13,"Louisiana"
2020-05-05,12,"Louisiana"
2020-05-06,13,"Louisiana"
2020-05-07,11,"Louisiana"
2020-05-08,11,"Louisiana"
2020-05-09,9,"Louisiana"
2020-05-10,10,"Louisiana"
2020-05-11,13,"Louisiana"
2020-05-12,11,"Louisiana"
2020-05-13,10,"Louisiana"
2020-05-14,10,"Louisiana"
2020-05-15,10,"Louisiana"
2020-05-16,10,"Louisiana"
2020-02-18,3,"Kentucky"
2020-02-19,3,"Kentucky"
2020-02-20,3,"Kentucky"
2020-02-21,2,"Kentucky"
2020-02-22,3,"Kentucky"
2020-02-23,3,"Kentucky"
2020-02-24,6,"Kentucky"
2020-02-25,9,"Kentucky"
2020-02-26,15,"Kentucky"
2020-02-27,18,"Kentucky"
2020-02-28,14,"Kentucky"
2020-02-29,15,"Kentucky"
2020-03-01,12,"Kentucky"
2020-03-02,18,"Kentucky"
2020-03-03,17,"Kentucky"
2020-03-04,15,"Kentucky"
2020-03-05,21,"Kentucky"
2020-03-06,31,"Kentucky"
2020-03-07,41,"Kentucky"
2020-03-08,30,"Kentucky"
2020-03-09,50,"Kentucky"
2020-03-10,48,"Kentucky"
2020-03-11,61,"Kentucky"
2020-03-12,98,"Kentucky"
2020-03-13,80,"Kentucky"
2020-03-14,71,"Kentucky"
2020-03-15,100,"Kentucky"
2020-03-16,94,"Kentucky"
2020-03-17,87,"Kentucky"
2020-03-18,84,"Kentucky"
2020-03-19,75,"Kentucky"
2020-03-20,70,"Kentucky"
2020-03-21,73,"Kentucky"
2020-03-22,71,"Kentucky"
2020-03-23,71,"Kentucky"
2020-03-24,65,"Kentucky"
2020-03-25,58,"Kentucky"
2020-03-26,58,"Kentucky"
2020-03-27,57,"Kentucky"
2020-03-28,53,"Kentucky"
2020-03-29,52,"Kentucky"
2020-03-30,48,"Kentucky"
2020-03-31,50,"Kentucky"
2020-04-01,44,"Kentucky"
2020-04-02,45,"Kentucky"
2020-04-03,56,"Kentucky"
2020-04-04,59,"Kentucky"
2020-04-05,54,"Kentucky"
2020-04-06,53,"Kentucky"
2020-04-07,56,"Kentucky"
2020-04-08,50,"Kentucky"
2020-04-09,49,"Kentucky"
2020-04-10,43,"Kentucky"
2020-04-11,32,"Kentucky"
2020-04-12,27,"Kentucky"
2020-04-13,40,"Kentucky"
2020-04-14,40,"Kentucky"
2020-04-15,41,"Kentucky"
2020-04-16,40,"Kentucky"
2020-04-17,38,"Kentucky"
2020-04-18,39,"Kentucky"
2020-04-19,27,"Kentucky"
2020-04-20,31,"Kentucky"
2020-04-21,39,"Kentucky"
2020-04-22,25,"Kentucky"
2020-04-23,32,"Kentucky"
2020-04-24,37,"Kentucky"
2020-04-25,20,"Kentucky"
2020-04-26,17,"Kentucky"
2020-04-27,17,"Kentucky"
2020-04-28,17,"Kentucky"
2020-04-29,17,"Kentucky"
2020-04-30,16,"Kentucky"
2020-05-01,16,"Kentucky"
2020-05-02,14,"Kentucky"
2020-05-03,15,"Kentucky"
2020-05-04,15,"Kentucky"
2020-05-05,14,"Kentucky"
2020-05-06,15,"Kentucky"
2020-05-07,13,"Kentucky"
2020-05-08,13,"Kentucky"
2020-05-09,13,"Kentucky"
2020-05-10,13,"Kentucky"
2020-05-11,13,"Kentucky"
2020-05-12,13,"Kentucky"
2020-05-13,13,"Kentucky"
2020-05-14,12,"Kentucky"
2020-05-15,13,"Kentucky"
2020-05-16,11,"Kentucky"
2020-02-18,3,"Kansas"
2020-02-19,3,"Kansas"
2020-02-20,3,"Kansas"
2020-02-21,3,"Kansas"
2020-02-22,3,"Kansas"
2020-02-23,4,"Kansas"
2020-02-24,6,"Kansas"
2020-02-25,9,"Kansas"
2020-02-26,13,"Kansas"
2020-02-27,14,"Kansas"
2020-02-28,14,"Kansas"
2020-02-29,16,"Kansas"
2020-03-01,12,"Kansas"
2020-03-02,16,"Kansas"
2020-03-03,18,"Kansas"
2020-03-04,17,"Kansas"
2020-03-05,17,"Kansas"
2020-03-06,18,"Kansas"
2020-03-07,25,"Kansas"
2020-03-08,36,"Kansas"
2020-03-09,32,"Kansas"
2020-03-10,32,"Kansas"
2020-03-11,38,"Kansas"
2020-03-12,92,"Kansas"
2020-03-13,91,"Kansas"
2020-03-14,75,"Kansas"
2020-03-15,100,"Kansas"
2020-03-16,95,"Kansas"
2020-03-17,91,"Kansas"
2020-03-18,86,"Kansas"
2020-03-19,82,"Kansas"
2020-03-20,80,"Kansas"
2020-03-21,79,"Kansas"
2020-03-22,79,"Kansas"
2020-03-23,73,"Kansas"
2020-03-24,62,"Kansas"
2020-03-25,58,"Kansas"
2020-03-26,62,"Kansas"
2020-03-27,62,"Kansas"
2020-03-28,55,"Kansas"
2020-03-29,54,"Kansas"
2020-03-30,50,"Kansas"
2020-03-31,45,"Kansas"
2020-04-01,47,"Kansas"
2020-04-02,44,"Kansas"
2020-04-03,52,"Kansas"
2020-04-04,55,"Kansas"
2020-04-05,59,"Kansas"
2020-04-06,55,"Kansas"
2020-04-07,52,"Kansas"
2020-04-08,50,"Kansas"
2020-04-09,48,"Kansas"
2020-04-10,44,"Kansas"
2020-04-11,33,"Kansas"
2020-04-12,27,"Kansas"
2020-04-13,37,"Kansas"
2020-04-14,39,"Kansas"
2020-04-15,39,"Kansas"
2020-04-16,37,"Kansas"
2020-04-17,39,"Kansas"
2020-04-18,37,"Kansas"
2020-04-19,28,"Kansas"
2020-04-20,32,"Kansas"
2020-04-21,36,"Kansas"
2020-04-22,27,"Kansas"
2020-04-23,31,"Kansas"
2020-04-24,32,"Kansas"
2020-04-25,22,"Kansas"
2020-04-26,19,"Kansas"
2020-04-27,20,"Kansas"
2020-04-28,19,"Kansas"
2020-04-29,18,"Kansas"
2020-04-30,18,"Kansas"
2020-05-01,18,"Kansas"
2020-05-02,17,"Kansas"
2020-05-03,18,"Kansas"
2020-05-04,17,"Kansas"
2020-05-05,14,"Kansas"
2020-05-06,16,"Kansas"
2020-05-07,15,"Kansas"
2020-05-08,15,"Kansas"
2020-05-09,15,"Kansas"
2020-05-10,13,"Kansas"
2020-05-11,16,"Kansas"
2020-05-12,16,"Kansas"
2020-05-13,15,"Kansas"
2020-05-14,15,"Kansas"
2020-05-15,15,"Kansas"
2020-05-16,12,"Kansas"
2020-02-18,3,"Iowa"
2020-02-19,3,"Iowa"
2020-02-20,3,"Iowa"
2020-02-21,3,"Iowa"
2020-02-22,3,"Iowa"
2020-02-23,3,"Iowa"
2020-02-24,5,"Iowa"
2020-02-25,10,"Iowa"
2020-02-26,14,"Iowa"
2020-02-27,14,"Iowa"
2020-02-28,15,"Iowa"
2020-02-29,13,"Iowa"
2020-03-01,12,"Iowa"
2020-03-02,16,"Iowa"
2020-03-03,16,"Iowa"
2020-03-04,13,"Iowa"
2020-03-05,16,"Iowa"
2020-03-06,18,"Iowa"
2020-03-07,19,"Iowa"
2020-03-08,22,"Iowa"
2020-03-09,40,"Iowa"
2020-03-10,42,"Iowa"
2020-03-11,53,"Iowa"
2020-03-12,86,"Iowa"
2020-03-13,74,"Iowa"
2020-03-14,63,"Iowa"
2020-03-15,94,"Iowa"
2020-03-16,100,"Iowa"
2020-03-17,84,"Iowa"
2020-03-18,80,"Iowa"
2020-03-19,73,"Iowa"
2020-03-20,67,"Iowa"
2020-03-21,71,"Iowa"
2020-03-22,74,"Iowa"
2020-03-23,68,"Iowa"
2020-03-24,62,"Iowa"
2020-03-25,58,"Iowa"
2020-03-26,59,"Iowa"
2020-03-27,58,"Iowa"
2020-03-28,53,"Iowa"
2020-03-29,52,"Iowa"
2020-03-30,51,"Iowa"
2020-03-31,49,"Iowa"
2020-04-01,46,"Iowa"
2020-04-02,45,"Iowa"
2020-04-03,51,"Iowa"
2020-04-04,56,"Iowa"
2020-04-05,57,"Iowa"
2020-04-06,57,"Iowa"
2020-04-07,51,"Iowa"
2020-04-08,46,"Iowa"
2020-04-09,47,"Iowa"
2020-04-10,42,"Iowa"
2020-04-11,33,"Iowa"
2020-04-12,27,"Iowa"
2020-04-13,38,"Iowa"
2020-04-14,43,"Iowa"
2020-04-15,40,"Iowa"
2020-04-16,42,"Iowa"
2020-04-17,40,"Iowa"
2020-04-18,40,"Iowa"
2020-04-19,34,"Iowa"
2020-04-20,35,"Iowa"
2020-04-21,37,"Iowa"
2020-04-22,28,"Iowa"
2020-04-23,33,"Iowa"
2020-04-24,35,"Iowa"
2020-04-25,26,"Iowa"
2020-04-26,21,"Iowa"
2020-04-27,24,"Iowa"
2020-04-28,21,"Iowa"
2020-04-29,21,"Iowa"
2020-04-30,19,"Iowa"
2020-05-01,20,"Iowa"
2020-05-02,19,"Iowa"
2020-05-03,20,"Iowa"
2020-05-04,20,"Iowa"
2020-05-05,18,"Iowa"
2020-05-06,18,"Iowa"
2020-05-07,19,"Iowa"
2020-05-08,17,"Iowa"
2020-05-09,16,"Iowa"
2020-05-10,15,"Iowa"
2020-05-11,17,"Iowa"
2020-05-12,17,"Iowa"
2020-05-13,17,"Iowa"
2020-05-14,16,"Iowa"
2020-05-15,14,"Iowa"
2020-05-16,14,"Iowa"
2020-02-18,3,"Indiana"
2020-02-19,3,"Indiana"
2020-02-20,2,"Indiana"
2020-02-21,3,"Indiana"
2020-02-22,3,"Indiana"
2020-02-23,4,"Indiana"
2020-02-24,5,"Indiana"
2020-02-25,9,"Indiana"
2020-02-26,13,"Indiana"
2020-02-27,14,"Indiana"
2020-02-28,13,"Indiana"
2020-02-29,15,"Indiana"
2020-03-01,12,"Indiana"
2020-03-02,17,"Indiana"
2020-03-03,18,"Indiana"
2020-03-04,15,"Indiana"
2020-03-05,20,"Indiana"
2020-03-06,32,"Indiana"
2020-03-07,27,"Indiana"
2020-03-08,22,"Indiana"
2020-03-09,45,"Indiana"
2020-03-10,47,"Indiana"
2020-03-11,59,"Indiana"
2020-03-12,97,"Indiana"
2020-03-13,89,"Indiana"
2020-03-14,73,"Indiana"
2020-03-15,98,"Indiana"
2020-03-16,100,"Indiana"
2020-03-17,87,"Indiana"
2020-03-18,81,"Indiana"
2020-03-19,78,"Indiana"
2020-03-20,73,"Indiana"
2020-03-21,75,"Indiana"
2020-03-22,77,"Indiana"
2020-03-23,78,"Indiana"
2020-03-24,63,"Indiana"
2020-03-25,61,"Indiana"
2020-03-26,60,"Indiana"
2020-03-27,59,"Indiana"
2020-03-28,54,"Indiana"
2020-03-29,54,"Indiana"
2020-03-30,52,"Indiana"
2020-03-31,49,"Indiana"
2020-04-01,47,"Indiana"
2020-04-02,48,"Indiana"
2020-04-03,55,"Indiana"
2020-04-04,59,"Indiana"
2020-04-05,56,"Indiana"
2020-04-06,57,"Indiana"
2020-04-07,54,"Indiana"
2020-04-08,50,"Indiana"
2020-04-09,46,"Indiana"
2020-04-10,44,"Indiana"
2020-04-11,33,"Indiana"
2020-04-12,28,"Indiana"
2020-04-13,41,"Indiana"
2020-04-14,43,"Indiana"
2020-04-15,40,"Indiana"
2020-04-16,39,"Indiana"
2020-04-17,40,"Indiana"
2020-04-18,38,"Indiana"
2020-04-19,28,"Indiana"
2020-04-20,34,"Indiana"
2020-04-21,37,"Indiana"
2020-04-22,24,"Indiana"
2020-04-23,32,"Indiana"
2020-04-24,36,"Indiana"
2020-04-25,22,"Indiana"
2020-04-26,19,"Indiana"
2020-04-27,21,"Indiana"
2020-04-28,20,"Indiana"
2020-04-29,19,"Indiana"
2020-04-30,18,"Indiana"
2020-05-01,23,"Indiana"
2020-05-02,16,"Indiana"
2020-05-03,16,"Indiana"
2020-05-04,17,"Indiana"
2020-05-05,16,"Indiana"
2020-05-06,16,"Indiana"
2020-05-07,14,"Indiana"
2020-05-08,14,"Indiana"
2020-05-09,14,"Indiana"
2020-05-10,15,"Indiana"
2020-05-11,16,"Indiana"
2020-05-12,14,"Indiana"
2020-05-13,16,"Indiana"
2020-05-14,14,"Indiana"
2020-05-15,13,"Indiana"
2020-05-16,12,"Indiana"
2020-02-18,3,"Illinois"
2020-02-19,3,"Illinois"
2020-02-20,2,"Illinois"
2020-02-21,3,"Illinois"
2020-02-22,3,"Illinois"
2020-02-23,4,"Illinois"
2020-02-24,6,"Illinois"
2020-02-25,9,"Illinois"
2020-02-26,13,"Illinois"
2020-02-27,16,"Illinois"
2020-02-28,17,"Illinois"
2020-02-29,17,"Illinois"
2020-03-01,18,"Illinois"
2020-03-02,22,"Illinois"
2020-03-03,20,"Illinois"
2020-03-04,19,"Illinois"
2020-03-05,21,"Illinois"
2020-03-06,21,"Illinois"
2020-03-07,24,"Illinois"
2020-03-08,23,"Illinois"
2020-03-09,32,"Illinois"
2020-03-10,39,"Illinois"
2020-03-11,54,"Illinois"
2020-03-12,96,"Illinois"
2020-03-13,86,"Illinois"
2020-03-14,76,"Illinois"
2020-03-15,100,"Illinois"
2020-03-16,93,"Illinois"
2020-03-17,81,"Illinois"
2020-03-18,77,"Illinois"
2020-03-19,77,"Illinois"
2020-03-20,73,"Illinois"
2020-03-21,66,"Illinois"
2020-03-22,67,"Illinois"
2020-03-23,62,"Illinois"
2020-03-24,58,"Illinois"
2020-03-25,55,"Illinois"
2020-03-26,55,"Illinois"
2020-03-27,56,"Illinois"
2020-03-28,52,"Illinois"
2020-03-29,52,"Illinois"
2020-03-30,47,"Illinois"
2020-03-31,45,"Illinois"
2020-04-01,43,"Illinois"
2020-04-02,42,"Illinois"
2020-04-03,51,"Illinois"
2020-04-04,56,"Illinois"
2020-04-05,55,"Illinois"
2020-04-06,55,"Illinois"
2020-04-07,52,"Illinois"
2020-04-08,48,"Illinois"
2020-04-09,46,"Illinois"
2020-04-10,43,"Illinois"
2020-04-11,33,"Illinois"
2020-04-12,27,"Illinois"
2020-04-13,38,"Illinois"
2020-04-14,41,"Illinois"
2020-04-15,38,"Illinois"
2020-04-16,38,"Illinois"
2020-04-17,39,"Illinois"
2020-04-18,40,"Illinois"
2020-04-19,29,"Illinois"
2020-04-20,35,"Illinois"
2020-04-21,38,"Illinois"
2020-04-22,26,"Illinois"
2020-04-23,35,"Illinois"
2020-04-24,35,"Illinois"
2020-04-25,24,"Illinois"
2020-04-26,20,"Illinois"
2020-04-27,20,"Illinois"
2020-04-28,19,"Illinois"
2020-04-29,18,"Illinois"
2020-04-30,17,"Illinois"
2020-05-01,17,"Illinois"
2020-05-02,17,"Illinois"
2020-05-03,18,"Illinois"
2020-05-04,17,"Illinois"
2020-05-05,17,"Illinois"
2020-05-06,16,"Illinois"
2020-05-07,16,"Illinois"
2020-05-08,14,"Illinois"
2020-05-09,15,"Illinois"
2020-05-10,15,"Illinois"
2020-05-11,16,"Illinois"
