"date","ticketmaster_hits","state"
2020-05-10,8,"New York"
2020-05-11,6,"New York"
2020-05-12,10,"New York"
2020-05-13,10,"New York"
2020-05-14,10,"New York"
2020-05-15,4,"New York"
2020-05-16,9,"New York"
2020-02-18,29,"New Mexico"
2020-02-19,58,"New Mexico"
2020-02-20,59,"New Mexico"
2020-02-21,45,"New Mexico"
2020-02-22,22,"New Mexico"
2020-02-23,55,"New Mexico"
2020-02-24,29,"New Mexico"
2020-02-25,58,"New Mexico"
2020-02-26,26,"New Mexico"
2020-02-27,49,"New Mexico"
2020-02-28,100,"New Mexico"
2020-02-29,34,"New Mexico"
2020-03-01,37,"New Mexico"
2020-03-02,19,"New Mexico"
2020-03-03,38,"New Mexico"
2020-03-04,67,"New Mexico"
2020-03-05,40,"New Mexico"
2020-03-06,47,"New Mexico"
2020-03-07,46,"New Mexico"
2020-03-08,36,"New Mexico"
2020-03-09,44,"New Mexico"
2020-03-10,19,"New Mexico"
2020-03-11,56,"New Mexico"
2020-03-12,67,"New Mexico"
2020-03-13,80,"New Mexico"
2020-03-14,22,"New Mexico"
2020-03-15,36,"New Mexico"
2020-03-16,20,"New Mexico"
2020-03-17,19,"New Mexico"
2020-03-18,19,"New Mexico"
2020-03-19,38,"New Mexico"
2020-03-20,19,"New Mexico"
2020-03-21,0,"New Mexico"
2020-03-22,21,"New Mexico"
2020-03-23,17,"New Mexico"
2020-03-24,19,"New Mexico"
2020-03-25,29,"New Mexico"
2020-03-26,0,"New Mexico"
2020-03-27,0,"New Mexico"
2020-03-28,21,"New Mexico"
2020-03-29,21,"New Mexico"
2020-03-30,37,"New Mexico"
2020-03-31,19,"New Mexico"
2020-04-01,37,"New Mexico"
2020-04-02,19,"New Mexico"
2020-04-03,0,"New Mexico"
2020-04-04,0,"New Mexico"
2020-04-05,0,"New Mexico"
2020-04-06,0,"New Mexico"
2020-04-07,0,"New Mexico"
2020-04-08,0,"New Mexico"
2020-04-09,0,"New Mexico"
2020-04-10,0,"New Mexico"
2020-04-11,21,"New Mexico"
2020-04-12,21,"New Mexico"
2020-04-13,0,"New Mexico"
2020-04-14,53,"New Mexico"
2020-04-15,0,"New Mexico"
2020-04-16,0,"New Mexico"
2020-04-17,18,"New Mexico"
2020-04-18,0,"New Mexico"
2020-04-19,0,"New Mexico"
2020-04-20,17,"New Mexico"
2020-04-21,0,"New Mexico"
2020-04-22,0,"New Mexico"
2020-04-23,0,"New Mexico"
2020-04-24,18,"New Mexico"
2020-04-25,0,"New Mexico"
2020-04-26,0,"New Mexico"
2020-04-27,18,"New Mexico"
2020-04-28,0,"New Mexico"
2020-04-29,18,"New Mexico"
2020-04-30,17,"New Mexico"
2020-05-01,0,"New Mexico"
2020-05-02,0,"New Mexico"
2020-05-03,0,"New Mexico"
2020-05-04,18,"New Mexico"
2020-05-05,17,"New Mexico"
2020-05-06,18,"New Mexico"
2020-05-07,18,"New Mexico"
2020-05-08,25,"New Mexico"
2020-05-09,0,"New Mexico"
2020-05-10,0,"New Mexico"
2020-05-11,18,"New Mexico"
2020-05-12,18,"New Mexico"
2020-05-13,27,"New Mexico"
2020-05-14,18,"New Mexico"
2020-05-15,19,"New Mexico"
2020-05-16,21,"New Mexico"
2020-02-18,55,"New Jersey"
2020-02-19,59,"New Jersey"
2020-02-20,49,"New Jersey"
2020-02-21,66,"New Jersey"
2020-02-22,60,"New Jersey"
2020-02-23,39,"New Jersey"
2020-02-24,44,"New Jersey"
2020-02-25,63,"New Jersey"
2020-02-26,66,"New Jersey"
2020-02-27,74,"New Jersey"
2020-02-28,83,"New Jersey"
2020-02-29,73,"New Jersey"
2020-03-01,71,"New Jersey"
2020-03-02,65,"New Jersey"
2020-03-03,47,"New Jersey"
2020-03-04,37,"New Jersey"
2020-03-05,61,"New Jersey"
2020-03-06,90,"New Jersey"
2020-03-07,41,"New Jersey"
2020-03-08,91,"New Jersey"
2020-03-09,55,"New Jersey"
2020-03-10,82,"New Jersey"
2020-03-11,76,"New Jersey"
2020-03-12,100,"New Jersey"
2020-03-13,76,"New Jersey"
2020-03-14,31,"New Jersey"
2020-03-15,36,"New Jersey"
2020-03-16,27,"New Jersey"
2020-03-17,20,"New Jersey"
2020-03-18,16,"New Jersey"
2020-03-19,14,"New Jersey"
2020-03-20,15,"New Jersey"
2020-03-21,11,"New Jersey"
2020-03-22,10,"New Jersey"
2020-03-23,16,"New Jersey"
2020-03-24,23,"New Jersey"
2020-03-25,12,"New Jersey"
2020-03-26,12,"New Jersey"
2020-03-27,19,"New Jersey"
2020-03-28,20,"New Jersey"
2020-03-29,0,"New Jersey"
2020-03-30,11,"New Jersey"
2020-03-31,9,"New Jersey"
2020-04-01,14,"New Jersey"
2020-04-02,6,"New Jersey"
2020-04-03,11,"New Jersey"
2020-04-04,7,"New Jersey"
2020-04-05,13,"New Jersey"
2020-04-06,34,"New Jersey"
2020-04-07,15,"New Jersey"
2020-04-08,13,"New Jersey"
2020-04-09,21,"New Jersey"
2020-04-10,10,"New Jersey"
2020-04-11,13,"New Jersey"
2020-04-12,7,"New Jersey"
2020-04-13,21,"New Jersey"
2020-04-14,21,"New Jersey"
2020-04-15,26,"New Jersey"
2020-04-16,17,"New Jersey"
2020-04-17,19,"New Jersey"
2020-04-18,15,"New Jersey"
2020-04-19,11,"New Jersey"
2020-04-20,24,"New Jersey"
2020-04-21,30,"New Jersey"
2020-04-22,16,"New Jersey"
2020-04-23,11,"New Jersey"
2020-04-24,13,"New Jersey"
2020-04-25,11,"New Jersey"
2020-04-26,12,"New Jersey"
2020-04-27,9,"New Jersey"
2020-04-28,9,"New Jersey"
2020-04-29,11,"New Jersey"
2020-04-30,19,"New Jersey"
2020-05-01,29,"New Jersey"
2020-05-02,20,"New Jersey"
2020-05-03,9,"New Jersey"
2020-05-04,14,"New Jersey"
2020-05-05,10,"New Jersey"
2020-05-06,9,"New Jersey"
2020-05-07,15,"New Jersey"
2020-05-08,14,"New Jersey"
2020-05-09,6,"New Jersey"
2020-05-10,17,"New Jersey"
2020-05-11,13,"New Jersey"
2020-05-12,11,"New Jersey"
2020-05-13,9,"New Jersey"
2020-05-14,16,"New Jersey"
2020-05-15,10,"New Jersey"
2020-05-16,14,"New Jersey"
2020-02-18,31,"New Hampshire"
2020-02-19,67,"New Hampshire"
2020-02-20,50,"New Hampshire"
2020-02-21,69,"New Hampshire"
2020-02-22,38,"New Hampshire"
2020-02-23,76,"New Hampshire"
2020-02-24,36,"New Hampshire"
2020-02-25,73,"New Hampshire"
2020-02-26,53,"New Hampshire"
2020-02-27,35,"New Hampshire"
2020-02-28,73,"New Hampshire"
2020-02-29,77,"New Hampshire"
2020-03-01,0,"New Hampshire"
2020-03-02,100,"New Hampshire"
2020-03-03,68,"New Hampshire"
2020-03-04,65,"New Hampshire"
2020-03-05,34,"New Hampshire"
2020-03-06,34,"New Hampshire"
2020-03-07,37,"New Hampshire"
2020-03-08,55,"New Hampshire"
2020-03-09,34,"New Hampshire"
2020-03-10,0,"New Hampshire"
2020-03-11,0,"New Hampshire"
2020-03-12,63,"New Hampshire"
2020-03-13,99,"New Hampshire"
2020-03-14,38,"New Hampshire"
2020-03-15,0,"New Hampshire"
2020-03-16,48,"New Hampshire"
2020-03-17,0,"New Hampshire"
2020-03-18,0,"New Hampshire"
2020-03-19,29,"New Hampshire"
2020-03-20,0,"New Hampshire"
2020-03-21,34,"New Hampshire"
2020-03-22,0,"New Hampshire"
2020-03-23,0,"New Hampshire"
2020-03-24,0,"New Hampshire"
2020-03-25,0,"New Hampshire"
2020-03-26,58,"New Hampshire"
2020-03-27,28,"New Hampshire"
2020-03-28,0,"New Hampshire"
2020-03-29,0,"New Hampshire"
2020-03-30,27,"New Hampshire"
2020-03-31,28,"New Hampshire"
2020-04-01,28,"New Hampshire"
2020-04-02,0,"New Hampshire"
2020-04-03,0,"New Hampshire"
2020-04-04,0,"New Hampshire"
2020-04-05,32,"New Hampshire"
2020-04-06,0,"New Hampshire"
2020-04-07,0,"New Hampshire"
2020-04-08,0,"New Hampshire"
2020-04-09,0,"New Hampshire"
2020-04-10,0,"New Hampshire"
2020-04-11,0,"New Hampshire"
2020-04-12,0,"New Hampshire"
2020-04-13,0,"New Hampshire"
2020-04-14,28,"New Hampshire"
2020-04-15,28,"New Hampshire"
2020-04-16,0,"New Hampshire"
2020-04-17,0,"New Hampshire"
2020-04-18,31,"New Hampshire"
2020-04-19,34,"New Hampshire"
2020-04-20,0,"New Hampshire"
2020-04-21,27,"New Hampshire"
2020-04-22,0,"New Hampshire"
2020-04-23,0,"New Hampshire"
2020-04-24,28,"New Hampshire"
2020-04-25,0,"New Hampshire"
2020-04-26,61,"New Hampshire"
2020-04-27,0,"New Hampshire"
2020-04-28,28,"New Hampshire"
2020-04-29,0,"New Hampshire"
2020-04-30,0,"New Hampshire"
2020-05-01,0,"New Hampshire"
2020-05-02,100,"New Hampshire"
2020-05-03,35,"New Hampshire"
2020-05-04,41,"New Hampshire"
2020-05-05,0,"New Hampshire"
2020-05-06,28,"New Hampshire"
2020-05-07,28,"New Hampshire"
2020-05-08,28,"New Hampshire"
2020-05-09,61,"New Hampshire"
2020-05-10,0,"New Hampshire"
2020-05-11,27,"New Hampshire"
2020-05-12,0,"New Hampshire"
2020-05-13,29,"New Hampshire"
2020-05-14,29,"New Hampshire"
2020-05-15,28,"New Hampshire"
2020-05-16,0,"New Hampshire"
2020-02-18,60,"Nevada"
2020-02-19,35,"Nevada"
2020-02-20,46,"Nevada"
2020-02-21,23,"Nevada"
2020-02-22,71,"Nevada"
2020-02-23,35,"Nevada"
2020-02-24,42,"Nevada"
2020-02-25,28,"Nevada"
2020-02-26,50,"Nevada"
2020-02-27,41,"Nevada"
2020-02-28,74,"Nevada"
2020-02-29,84,"Nevada"
2020-03-01,30,"Nevada"
2020-03-02,32,"Nevada"
2020-03-03,41,"Nevada"
2020-03-04,37,"Nevada"
2020-03-05,50,"Nevada"
2020-03-06,91,"Nevada"
2020-03-07,25,"Nevada"
2020-03-08,25,"Nevada"
2020-03-09,47,"Nevada"
2020-03-10,68,"Nevada"
2020-03-11,54,"Nevada"
2020-03-12,100,"Nevada"
2020-03-13,93,"Nevada"
2020-03-14,66,"Nevada"
2020-03-15,22,"Nevada"
2020-03-16,59,"Nevada"
2020-03-17,27,"Nevada"
2020-03-18,17,"Nevada"
2020-03-19,28,"Nevada"
2020-03-20,27,"Nevada"
2020-03-21,15,"Nevada"
2020-03-22,31,"Nevada"
2020-03-23,13,"Nevada"
2020-03-24,20,"Nevada"
2020-03-25,13,"Nevada"
2020-03-26,0,"Nevada"
2020-03-27,13,"Nevada"
2020-03-28,15,"Nevada"
2020-03-29,15,"Nevada"
2020-03-30,0,"Nevada"
2020-03-31,13,"Nevada"
2020-04-01,17,"Nevada"
2020-04-02,13,"Nevada"
2020-04-03,0,"Nevada"
2020-04-04,14,"Nevada"
2020-04-05,0,"Nevada"
2020-04-06,13,"Nevada"
2020-04-07,14,"Nevada"
2020-04-08,13,"Nevada"
2020-04-09,14,"Nevada"
2020-04-10,14,"Nevada"
2020-04-11,15,"Nevada"
2020-04-12,15,"Nevada"
2020-04-13,27,"Nevada"
2020-04-14,17,"Nevada"
2020-04-15,13,"Nevada"
2020-04-16,19,"Nevada"
2020-04-17,19,"Nevada"
2020-04-18,21,"Nevada"
2020-04-19,28,"Nevada"
2020-04-20,13,"Nevada"
2020-04-21,13,"Nevada"
2020-04-22,13,"Nevada"
2020-04-23,19,"Nevada"
2020-04-24,13,"Nevada"
2020-04-25,28,"Nevada"
2020-04-26,14,"Nevada"
2020-04-27,0,"Nevada"
2020-04-28,13,"Nevada"
2020-04-29,19,"Nevada"
2020-04-30,0,"Nevada"
2020-05-01,13,"Nevada"
2020-05-02,14,"Nevada"
2020-05-03,15,"Nevada"
2020-05-04,13,"Nevada"
2020-05-05,0,"Nevada"
2020-05-06,0,"Nevada"
2020-05-07,0,"Nevada"
2020-05-08,35,"Nevada"
2020-05-09,14,"Nevada"
2020-05-10,29,"Nevada"
2020-05-11,20,"Nevada"
2020-05-12,22,"Nevada"
2020-05-13,26,"Nevada"
2020-05-14,19,"Nevada"
2020-05-15,21,"Nevada"
2020-05-16,29,"Nevada"
2020-02-18,38,"Nebraska"
2020-02-19,32,"Nebraska"
2020-02-20,32,"Nebraska"
2020-02-21,100,"Nebraska"
2020-02-22,35,"Nebraska"
2020-02-23,46,"Nebraska"
2020-02-24,32,"Nebraska"
2020-02-25,68,"Nebraska"
2020-02-26,65,"Nebraska"
2020-02-27,64,"Nebraska"
2020-02-28,78,"Nebraska"
2020-02-29,62,"Nebraska"
2020-03-01,34,"Nebraska"
2020-03-02,47,"Nebraska"
2020-03-03,56,"Nebraska"
2020-03-04,56,"Nebraska"
2020-03-05,39,"Nebraska"
2020-03-06,60,"Nebraska"
2020-03-07,82,"Nebraska"
2020-03-08,47,"Nebraska"
2020-03-09,32,"Nebraska"
2020-03-10,52,"Nebraska"
2020-03-11,98,"Nebraska"
2020-03-12,56,"Nebraska"
2020-03-13,34,"Nebraska"
2020-03-14,46,"Nebraska"
2020-03-15,22,"Nebraska"
2020-03-16,39,"Nebraska"
2020-03-17,20,"Nebraska"
2020-03-18,20,"Nebraska"
2020-03-19,19,"Nebraska"
2020-03-20,19,"Nebraska"
2020-03-21,33,"Nebraska"
2020-03-22,0,"Nebraska"
2020-03-23,27,"Nebraska"
2020-03-24,29,"Nebraska"
2020-03-25,19,"Nebraska"
2020-03-26,19,"Nebraska"
2020-03-27,18,"Nebraska"
2020-03-28,21,"Nebraska"
2020-03-29,44,"Nebraska"
2020-03-30,38,"Nebraska"
2020-03-31,0,"Nebraska"
2020-04-01,0,"Nebraska"
2020-04-02,18,"Nebraska"
2020-04-03,72,"Nebraska"
2020-04-04,0,"Nebraska"
2020-04-05,21,"Nebraska"
2020-04-06,18,"Nebraska"
2020-04-07,19,"Nebraska"
2020-04-08,25,"Nebraska"
2020-04-09,19,"Nebraska"
2020-04-10,19,"Nebraska"
2020-04-11,22,"Nebraska"
2020-04-12,0,"Nebraska"
2020-04-13,18,"Nebraska"
2020-04-14,18,"Nebraska"
2020-04-15,26,"Nebraska"
2020-04-16,17,"Nebraska"
2020-04-17,18,"Nebraska"
2020-04-18,21,"Nebraska"
2020-04-19,32,"Nebraska"
2020-04-20,18,"Nebraska"
2020-04-21,18,"Nebraska"
2020-04-22,18,"Nebraska"
2020-04-23,18,"Nebraska"
2020-04-24,18,"Nebraska"
2020-04-25,0,"Nebraska"
2020-04-26,22,"Nebraska"
2020-04-27,19,"Nebraska"
2020-04-28,0,"Nebraska"
2020-04-29,0,"Nebraska"
2020-04-30,41,"Nebraska"
2020-05-01,19,"Nebraska"
2020-05-02,20,"Nebraska"
2020-05-03,0,"Nebraska"
2020-05-04,18,"Nebraska"
2020-05-05,17,"Nebraska"
2020-05-06,0,"Nebraska"
2020-05-07,18,"Nebraska"
2020-05-08,19,"Nebraska"
2020-05-09,0,"Nebraska"
2020-05-10,21,"Nebraska"
2020-05-11,19,"Nebraska"
2020-05-12,19,"Nebraska"
2020-05-13,0,"Nebraska"
2020-05-14,18,"Nebraska"
2020-05-15,0,"Nebraska"
2020-05-16,21,"Nebraska"
2020-02-18,0,"Montana"
2020-02-19,53,"Montana"
2020-02-20,53,"Montana"
2020-02-21,55,"Montana"
2020-02-22,0,"Montana"
2020-02-23,0,"Montana"
2020-02-24,51,"Montana"
2020-02-25,52,"Montana"
2020-02-26,52,"Montana"
2020-02-27,0,"Montana"
2020-02-28,0,"Montana"
2020-02-29,62,"Montana"
2020-03-01,0,"Montana"
2020-03-02,0,"Montana"
2020-03-03,0,"Montana"
2020-03-04,0,"Montana"
2020-03-05,0,"Montana"
2020-03-06,54,"Montana"
2020-03-07,0,"Montana"
2020-03-08,0,"Montana"
2020-03-09,0,"Montana"
2020-03-10,100,"Montana"
2020-03-11,0,"Montana"
2020-03-12,48,"Montana"
2020-03-13,0,"Montana"
2020-03-14,0,"Montana"
2020-03-15,0,"Montana"
2020-03-16,0,"Montana"
2020-03-17,0,"Montana"
2020-03-18,0,"Montana"
2020-03-19,0,"Montana"
2020-03-20,0,"Montana"
2020-03-21,0,"Montana"
2020-03-22,0,"Montana"
2020-03-23,0,"Montana"
2020-03-24,47,"Montana"
2020-03-25,0,"Montana"
2020-03-26,0,"Montana"
2020-03-27,0,"Montana"
2020-03-28,0,"Montana"
2020-03-29,0,"Montana"
2020-03-30,0,"Montana"
2020-03-31,0,"Montana"
2020-04-01,0,"Montana"
2020-04-02,0,"Montana"
2020-04-03,0,"Montana"
2020-04-04,0,"Montana"
2020-04-05,0,"Montana"
2020-04-06,0,"Montana"
2020-04-07,0,"Montana"
2020-04-08,45,"Montana"
2020-04-09,0,"Montana"
2020-04-10,0,"Montana"
2020-04-11,0,"Montana"
2020-04-12,52,"Montana"
2020-04-13,0,"Montana"
2020-04-14,0,"Montana"
2020-04-15,0,"Montana"
2020-04-16,0,"Montana"
2020-04-17,0,"Montana"
2020-04-18,0,"Montana"
2020-04-19,0,"Montana"
2020-04-20,0,"Montana"
2020-04-21,0,"Montana"
2020-04-22,0,"Montana"
2020-04-23,0,"Montana"
2020-04-24,0,"Montana"
2020-04-25,0,"Montana"
2020-04-26,0,"Montana"
2020-04-27,92,"Montana"
2020-04-28,0,"Montana"
2020-04-29,0,"Montana"
2020-04-30,0,"Montana"
2020-05-01,0,"Montana"
2020-05-02,0,"Montana"
2020-05-03,0,"Montana"
2020-05-04,0,"Montana"
2020-05-05,0,"Montana"
2020-05-06,0,"Montana"
2020-05-07,46,"Montana"
2020-05-08,0,"Montana"
2020-05-09,0,"Montana"
2020-05-10,0,"Montana"
2020-05-11,0,"Montana"
2020-05-12,45,"Montana"
2020-05-13,45,"Montana"
2020-05-14,0,"Montana"
2020-05-15,0,"Montana"
2020-05-16,58,"Montana"
2020-02-18,37,"Missouri"
2020-02-19,41,"Missouri"
2020-02-20,25,"Missouri"
2020-02-21,31,"Missouri"
2020-02-22,100,"Missouri"
2020-02-23,20,"Missouri"
2020-02-24,37,"Missouri"
2020-02-25,59,"Missouri"
2020-02-26,48,"Missouri"
2020-02-27,52,"Missouri"
2020-02-28,81,"Missouri"
2020-02-29,33,"Missouri"
2020-03-01,33,"Missouri"
2020-03-02,24,"Missouri"
2020-03-03,24,"Missouri"
2020-03-04,22,"Missouri"
2020-03-05,28,"Missouri"
2020-03-06,34,"Missouri"
2020-03-07,43,"Missouri"
2020-03-08,29,"Missouri"
2020-03-09,35,"Missouri"
2020-03-10,27,"Missouri"
2020-03-11,22,"Missouri"
2020-03-12,56,"Missouri"
2020-03-13,34,"Missouri"
2020-03-14,36,"Missouri"
2020-03-15,29,"Missouri"
2020-03-16,38,"Missouri"
2020-03-17,8,"Missouri"
2020-03-18,25,"Missouri"
2020-03-19,16,"Missouri"
2020-03-20,16,"Missouri"
2020-03-21,36,"Missouri"
2020-03-22,9,"Missouri"
2020-03-23,8,"Missouri"
2020-03-24,24,"Missouri"
2020-03-25,20,"Missouri"
2020-03-26,8,"Missouri"
2020-03-27,27,"Missouri"
2020-03-28,22,"Missouri"
2020-03-29,13,"Missouri"
2020-03-30,8,"Missouri"
2020-03-31,19,"Missouri"
2020-04-01,23,"Missouri"
2020-04-02,8,"Missouri"
2020-04-03,15,"Missouri"
2020-04-04,13,"Missouri"
2020-04-05,9,"Missouri"
2020-04-06,19,"Missouri"
2020-04-07,12,"Missouri"
2020-04-08,16,"Missouri"
2020-04-09,0,"Missouri"
2020-04-10,13,"Missouri"
2020-04-11,0,"Missouri"
2020-04-12,12,"Missouri"
2020-04-13,15,"Missouri"
2020-04-14,7,"Missouri"
2020-04-15,7,"Missouri"
2020-04-16,15,"Missouri"
2020-04-17,7,"Missouri"
2020-04-18,17,"Missouri"
2020-04-19,9,"Missouri"
2020-04-20,13,"Missouri"
2020-04-21,16,"Missouri"
2020-04-22,11,"Missouri"
2020-04-23,30,"Missouri"
2020-04-24,8,"Missouri"
2020-04-25,17,"Missouri"
2020-04-26,9,"Missouri"
2020-04-27,8,"Missouri"
2020-04-28,8,"Missouri"
2020-04-29,11,"Missouri"
2020-04-30,7,"Missouri"
2020-05-01,13,"Missouri"
2020-05-02,9,"Missouri"
2020-05-03,18,"Missouri"
2020-05-04,7,"Missouri"
2020-05-05,14,"Missouri"
2020-05-06,8,"Missouri"
2020-05-07,12,"Missouri"
2020-05-08,13,"Missouri"
2020-05-09,18,"Missouri"
2020-05-10,9,"Missouri"
2020-05-11,12,"Missouri"
2020-05-12,8,"Missouri"
2020-05-13,8,"Missouri"
2020-05-14,38,"Missouri"
2020-05-15,15,"Missouri"
2020-05-16,22,"Missouri"
2020-02-18,44,"Mississippi"
2020-02-19,23,"Mississippi"
2020-02-20,67,"Mississippi"
2020-02-21,78,"Mississippi"
2020-02-22,84,"Mississippi"
2020-02-23,97,"Mississippi"
2020-02-24,30,"Mississippi"
2020-02-25,100,"Mississippi"
2020-02-26,37,"Mississippi"
2020-02-27,45,"Mississippi"
2020-02-28,95,"Mississippi"
2020-02-29,37,"Mississippi"
2020-03-01,64,"Mississippi"
2020-03-02,52,"Mississippi"
2020-03-03,44,"Mississippi"
2020-03-04,37,"Mississippi"
2020-03-05,69,"Mississippi"
2020-03-06,84,"Mississippi"
2020-03-07,56,"Mississippi"
2020-03-08,43,"Mississippi"
2020-03-09,50,"Mississippi"
2020-03-10,75,"Mississippi"
2020-03-11,42,"Mississippi"
2020-03-12,82,"Mississippi"
2020-03-13,51,"Mississippi"
2020-03-14,57,"Mississippi"
2020-03-15,27,"Mississippi"
2020-03-16,32,"Mississippi"
2020-03-17,24,"Mississippi"
2020-03-18,24,"Mississippi"
2020-03-19,0,"Mississippi"
2020-03-20,23,"Mississippi"
2020-03-21,25,"Mississippi"
2020-03-22,25,"Mississippi"
2020-03-23,21,"Mississippi"
2020-03-24,22,"Mississippi"
2020-03-25,46,"Mississippi"
2020-03-26,0,"Mississippi"
2020-03-27,23,"Mississippi"
2020-03-28,25,"Mississippi"
2020-03-29,25,"Mississippi"
2020-03-30,43,"Mississippi"
2020-03-31,0,"Mississippi"
2020-04-01,22,"Mississippi"
2020-04-02,0,"Mississippi"
2020-04-03,23,"Mississippi"
2020-04-04,0,"Mississippi"
2020-04-05,25,"Mississippi"
2020-04-06,0,"Mississippi"
2020-04-07,22,"Mississippi"
2020-04-08,22,"Mississippi"
2020-04-09,22,"Mississippi"
2020-04-10,47,"Mississippi"
2020-04-11,26,"Mississippi"
2020-04-12,36,"Mississippi"
2020-04-13,0,"Mississippi"
2020-04-14,0,"Mississippi"
2020-04-15,21,"Mississippi"
2020-04-16,21,"Mississippi"
2020-04-17,0,"Mississippi"
2020-04-18,0,"Mississippi"
2020-04-19,23,"Mississippi"
2020-04-20,31,"Mississippi"
2020-04-21,0,"Mississippi"
2020-04-22,22,"Mississippi"
2020-04-23,41,"Mississippi"
2020-04-24,0,"Mississippi"
2020-04-25,0,"Mississippi"
2020-04-26,0,"Mississippi"
2020-04-27,0,"Mississippi"
2020-04-28,22,"Mississippi"
2020-04-29,22,"Mississippi"
2020-04-30,21,"Mississippi"
2020-05-01,0,"Mississippi"
2020-05-02,0,"Mississippi"
2020-05-03,0,"Mississippi"
2020-05-04,22,"Mississippi"
2020-05-05,0,"Mississippi"
2020-05-06,0,"Mississippi"
2020-05-07,23,"Mississippi"
2020-05-08,44,"Mississippi"
2020-05-09,25,"Mississippi"
2020-05-10,0,"Mississippi"
2020-05-11,23,"Mississippi"
2020-05-12,23,"Mississippi"
2020-05-13,22,"Mississippi"
2020-05-14,21,"Mississippi"
2020-05-15,44,"Mississippi"
2020-05-16,0,"Mississippi"
2020-02-18,39,"Minnesota"
2020-02-19,47,"Minnesota"
2020-02-20,31,"Minnesota"
2020-02-21,81,"Minnesota"
2020-02-22,43,"Minnesota"
2020-02-23,37,"Minnesota"
2020-02-24,51,"Minnesota"
2020-02-25,81,"Minnesota"
2020-02-26,61,"Minnesota"
2020-02-27,89,"Minnesota"
2020-02-28,90,"Minnesota"
2020-02-29,74,"Minnesota"
2020-03-01,18,"Minnesota"
2020-03-02,49,"Minnesota"
2020-03-03,34,"Minnesota"
2020-03-04,33,"Minnesota"
2020-03-05,46,"Minnesota"
2020-03-06,47,"Minnesota"
2020-03-07,23,"Minnesota"
2020-03-08,33,"Minnesota"
2020-03-09,46,"Minnesota"
2020-03-10,66,"Minnesota"
2020-03-11,31,"Minnesota"
2020-03-12,100,"Minnesota"
2020-03-13,58,"Minnesota"
2020-03-14,28,"Minnesota"
2020-03-15,39,"Minnesota"
2020-03-16,28,"Minnesota"
2020-03-17,22,"Minnesota"
2020-03-18,15,"Minnesota"
2020-03-19,22,"Minnesota"
2020-03-20,18,"Minnesota"
2020-03-21,25,"Minnesota"
2020-03-22,0,"Minnesota"
2020-03-23,21,"Minnesota"
2020-03-24,22,"Minnesota"
2020-03-25,16,"Minnesota"
2020-03-26,17,"Minnesota"
2020-03-27,11,"Minnesota"
2020-03-28,24,"Minnesota"
2020-03-29,12,"Minnesota"
2020-03-30,16,"Minnesota"
2020-03-31,18,"Minnesota"
2020-04-01,21,"Minnesota"
2020-04-02,10,"Minnesota"
2020-04-03,10,"Minnesota"
2020-04-04,12,"Minnesota"
2020-04-05,0,"Minnesota"
2020-04-06,10,"Minnesota"
2020-04-07,21,"Minnesota"
2020-04-08,10,"Minnesota"
2020-04-09,0,"Minnesota"
2020-04-10,18,"Minnesota"
2020-04-11,13,"Minnesota"
2020-04-12,12,"Minnesota"
2020-04-13,20,"Minnesota"
2020-04-14,33,"Minnesota"
2020-04-15,22,"Minnesota"
2020-04-16,10,"Minnesota"
2020-04-17,13,"Minnesota"
2020-04-18,25,"Minnesota"
2020-04-19,12,"Minnesota"
2020-04-20,20,"Minnesota"
2020-04-21,26,"Minnesota"
2020-04-22,31,"Minnesota"
2020-04-23,21,"Minnesota"
2020-04-24,31,"Minnesota"
2020-04-25,12,"Minnesota"
2020-04-26,0,"Minnesota"
2020-04-27,17,"Minnesota"
2020-04-28,20,"Minnesota"
2020-04-29,10,"Minnesota"
2020-04-30,10,"Minnesota"
2020-05-01,26,"Minnesota"
2020-05-02,17,"Minnesota"
2020-05-03,19,"Minnesota"
2020-05-04,42,"Minnesota"
2020-05-05,24,"Minnesota"
2020-05-06,20,"Minnesota"
2020-05-07,10,"Minnesota"
2020-05-08,24,"Minnesota"
2020-05-09,18,"Minnesota"
2020-05-10,0,"Minnesota"
2020-05-11,10,"Minnesota"
2020-05-12,21,"Minnesota"
2020-05-13,25,"Minnesota"
2020-05-14,10,"Minnesota"
2020-05-15,11,"Minnesota"
2020-05-16,0,"Minnesota"
2020-02-18,57,"Michigan"
2020-02-19,59,"Michigan"
2020-02-20,55,"Michigan"
2020-02-21,100,"Michigan"
2020-02-22,94,"Michigan"
2020-02-23,40,"Michigan"
2020-02-24,65,"Michigan"
2020-02-25,59,"Michigan"
2020-02-26,66,"Michigan"
2020-02-27,60,"Michigan"
2020-02-28,89,"Michigan"
2020-02-29,69,"Michigan"
2020-03-01,64,"Michigan"
2020-03-02,41,"Michigan"
2020-03-03,71,"Michigan"
2020-03-04,68,"Michigan"
2020-03-05,51,"Michigan"
2020-03-06,68,"Michigan"
2020-03-07,72,"Michigan"
2020-03-08,48,"Michigan"
2020-03-09,54,"Michigan"
2020-03-10,55,"Michigan"
2020-03-11,47,"Michigan"
2020-03-12,78,"Michigan"
2020-03-13,57,"Michigan"
2020-03-14,43,"Michigan"
2020-03-15,10,"Michigan"
2020-03-16,24,"Michigan"
2020-03-17,28,"Michigan"
2020-03-18,19,"Michigan"
2020-03-19,10,"Michigan"
2020-03-20,15,"Michigan"
2020-03-21,10,"Michigan"
